UF,COD,MUN,DESP_LEGISLATIVO
MG,3162708,São João do Paraíso,2327166.78
MG,3162807,São João Evangelista,2068076.07
MG,3162906,São João Nepomuceno,2345130.62
MG,3162922,São Joaquim de Bicas,2902327.28
MG,3162948,São José da Barra,1404742.27
MG,3162955,São José da Lapa,4406438.54
MG,3163003,São José da Safira,
MG,3163102,São José da Varginha,1318164.58
MG,3163201,São José do Alegre,801987.64
MG,3163300,São José do Divino,
MG,3163409,São José do Goiabal,870440.86
MG,3163508,São José do Jacuri,
MG,3163607,São José do Mantimento,23458878
MG,3163706,São Lourenço,6101899.09
MG,3163805,São Miguel do Anta,894141.79
MG,3163904,São Pedro da União,1338504.01
MG,3164001,São Pedro dos Ferros,999031.39
MG,3164100,São Pedro do Suaçuí,1035311.51
MG,3164209,São Romão,1746421.48
MG,3164308,São Roque de Minas,1191739.74
MG,3164407,São Sebastião da Bela Vista,1318235.86
MG,3164431,São Sebastião da Vargem Alegre,942385.05
MG,3164472,São Sebastião do Anta,1034505.8
MG,3164506,São Sebastião do Maranhão,1416276.8
MG,3164605,São Sebastião do Oeste,1435073.96
MG,3164704,São Sebastião do Paraíso,5522013.22
MG,3164803,São Sebastião do Rio Preto,635895.98
MG,3164902,São Sebastião do Rio Verde,548427.72
MG,3165008,São Tiago,869555.39
MG,3165107,São Tomás de Aquino,840510.97
MG,3165206,São Thomé das Letras,714175.83
MG,3165305,São Vicente de Minas,749202.23
MG,3165404,Sapucaí-Mirim,691547.76
MG,3165503,Sardoá,1059257.24
MG,3165537,Sarzedo,6275998.77
MG,3165552,Setubinha,1384358.36
MG,3165560,Sem-Peixe,780209.26
MG,3165578,Senador Amaral,835961.32
MG,3165602,Senador Cortes,642538.71
MG,3165701,Senador Firmino,895132.85
MG,3165800,Senador José Bento,755943.86
MG,3165909,Senador Modestino Gonçalves,1072874.95
MG,3166006,Senhora de Oliveira,929705.62
MG,3166105,Senhora do Porto,1078276.79
MG,3166204,Senhora dos Remédios,1264912.26
MG,3166303,Sericita,1165224.39
MG,3166402,Seritinga,709145.03
MG,3166501,Serra Azul de Minas,961455.58
MG,3166600,Serra da Saudade,
MG,3166709,Serra dos Aimorés,1173947.77
MG,3166808,Serra do Salitre,1910046.68
MG,3166907,Serrania,828053.44
MG,3166956,Serranópolis de Minas,1223339.31
MG,3167004,Serranos,942277.05
MG,3167103,Serro,2405725.84
MG,3167202,Sete Lagoas,23811312.94
MG,3167301,Silveirânia,843315.89
MG,3167400,Silvianópolis,1040049.42
MG,3167509,Simão Pereira,1256754.51
MG,3167608,Simonésia,1837069.65
MG,3167707,Sobrália,501207.42
MG,3167806,Soledade de Minas,663842.71
MG,3167905,Tabuleiro,709070.2
MG,3168002,Taiobeiras,2541460.35
MG,3168051,Taparuba,
MG,3168101,Tapira,
MG,3168200,Tapiraí,
MG,3168309,Taquaraçu de Minas,1214845.11
MG,3168408,Tarumirim,
MG,3168507,Teixeiras,1311000.88
MG,3168606,Teófilo Otoni,10995750.11
MG,3168705,Timóteo,
MG,3168804,Tiradentes,1077264.48
MG,3168903,Tiros,905298.93
MG,3169000,Tocantins,1311885.76
MG,3169059,Tocos do Moji,703984.19
MG,3169109,Toledo,549544.83
MG,3169208,Tombos,1210007.87
MG,3169307,Três Corações,5977186.07
MG,3169356,Três Marias,7406381.61
MG,3169406,Três Pontas,3042616.18
MG,3169505,Tumiritinga,994120.26
MG,3169604,Tupaciguara,4022533.1
MG,3169703,Turmalina,2316881.33
MG,3169802,Turvolândia,
MG,3169901,Ubá,
MG,3170008,Ubaí,1513217.37
MG,3170057,Ubaporanga,
MG,3170107,Uberaba,41175593.1
MG,3170206,Uberlândia,45114498.1
MG,3170305,Umburatiba,1026516.09
MG,3170404,Unaí,14363351.21
MG,3170438,União de Minas,1523884.36
MG,3170479,Uruana de Minas,1207157.1
MG,3170503,Urucânia,
MG,3170529,Urucuia,2300000
MG,3170578,Vargem Alegre,690519.22
MG,3170602,Vargem Bonita,1090634.35
MG,3170651,Vargem Grande do Rio Pardo,1095585.4
MG,3170701,Varginha,8580033.93
MG,3170750,Varjão de Minas,1310202.26
MG,3170800,Várzea da Palma,4581009.7
MG,3170909,Varzelândia,1935436.88
MG,3171006,Vazante,3656440.76
MG,3171030,Verdelândia,1339309.53
MG,3171071,Veredinha,1170162.36
MG,3171105,Veríssimo,1501531.26
MG,3171154,Vermelho Novo,913975.99
MG,3171204,Vespasiano,21708488.94
MG,3171303,Viçosa,7272652.01
MG,3171402,Vieiras,931435.29
MG,3171501,Mathias Lobato,
MG,3171600,Virgem da Lapa,1795681.08
MG,3171709,Virgínia,711390.6
MG,3171808,Virginópolis,1709890.1
MG,3171907,Virgolândia,
MG,3172004,Visconde do Rio Branco,3103248.65
MG,3172103,Volta Grande,981297.49
MG,3172202,Wenceslau Braz,887908.26
MS,5000203,Água Clara,4725247.94
MS,5000252,Alcinópolis,2673334.15
MS,5000609,Amambaí,4519454.05
MS,5000708,Anastácio,4206042.58
MS,5000807,Anaurilândia,2499060.99
MS,5000856,Angélica,3341615.18
MS,5000906,Antônio João,2130433.88
MS,5001003,Aparecida do Taboado,3313739.13
MS,5001102,Aquidauana,6138695.15
MS,5001243,Aral Moreira,2948958.24
MS,5001508,Bandeirantes,3004826.27
MS,5001904,Bataguassu,5447670.12
MS,5002001,Batayporã,2111808.69
MS,5002100,Bela Vista,4267784.22
MS,5002159,Bodoquena,2520293.14
MS,5002209,Bonito,5214917.5
MS,5002308,Brasilândia,2932688.38
MS,5002407,Caarapó,5426309.23
MS,5002605,Camapuã,2709955.74
MS,5002704,Campo Grande,100216798.73
MS,5002803,Caracol,15400495.8
MS,5002902,Cassilândia,4181079.04
MS,5002951,Chapadão do Sul,5652632.58
MS,5003108,Corguinho,1267881.21
MS,5003157,Coronel Sapucaia,2337878.13
MS,5003207,Corumbá,22594974.97
MS,5003256,Costa Rica,6645760.41
MS,5003306,Coxim,5330683.59
MS,5003454,Deodápolis,1838510.15
MS,5003488,Dois Irmãos do Buriti,2595856.64
MS,5003504,Douradina,1483513.15
MS,5003702,Dourados,30752794.43
MS,5003751,Eldorado,2238842.06
MS,5003801,Fátima do Sul,3681511.04
MS,5003900,Figueirão,1557236.03
MS,5004007,Glória de Dourados,1896331.89
MS,5004106,Guia Lopes da Laguna,1650547.44
MS,5004304,Iguatemi,3150069.25
MS,5004403,Inocência,3506429.11
MS,5004502,Itaporã,4305572.09
MS,5004601,Itaquiraí,4466162.48
MS,5004700,Ivinhema,5764601.82
MS,5004809,Japorã,1625518.81
MS,5004908,Jaraguari,2504285.86
MS,5005004,Jardim,4085024.59
MS,5005103,Jateí,2940288.95
MS,5005152,Juti,2257801.32
MS,5005202,Ladário,2783421.58
MS,5005251,Laguna Carapã,2406254.73
MS,5005400,Maracaju,10262120.64
MS,5005608,Miranda,4328998.11
MS,5005681,Mundo Novo,3243503.88
MS,5005707,Naviraí,8964325.61
MS,5005806,Nioaque,2401503.51
MS,5006002,Nova Alvorada do Sul,4355479.86
MS,5006200,Nova Andradina,7378216.85
MS,5006259,Novo Horizonte do Sul,1744210.26
MS,5006275,Paraíso das Águas,2539529
MS,5006309,Paranaíba,6845263.06
MS,5006358,Paranhos,1279480.81
MS,5006408,Pedro Gomes,2371696.49
MS,5006606,Ponta Porã,10901528.94
MS,5006903,Porto Murtinho,4878151.85
MS,5007109,Ribas do Rio Pardo,5035964.19
MS,5007208,Rio Brilhante,4789821.29
MS,5007307,Rio Negro,1672281.63
MS,5007406,Rio Verde de Mato Grosso,4399284.97
MS,5007505,Rochedo,1513390.13
MS,5007554,Santa Rita do Pardo,2391254.84
MS,5007695,São Gabriel do Oeste,4794229.95
MS,5007703,Sete Quedas,1855656.09
MS,5007802,Selvíria,5479728.22
MS,5007901,Sidrolândia,10173686.95
MS,5007935,Sonora,3681531.14
MS,5007950,Tacuru,2304083.22
MS,5007976,Taquarussu,1681157.28
MS,5008008,Terenos,4463096.54
MS,5008305,Três Lagoas,24661066.87
MS,5008404,Vicentina,1814689.8
MT,5100102,Acorizal,1154921.81
MT,5100201,Água Boa,3618029.07
MT,5100250,Alta Floresta,8783199.88
MT,5100300,Alto Araguaia,4461824.47
MT,5100359,Alto Boa Vista,1700000
MT,5100409,Alto Garças,2659885.24
MT,5100508,Alto Paraguai,1468326.47
MT,5100607,Alto Taquari,3909763.84
MT,5100805,Apiacás,1671777.36
MT,5101001,Araguaiana,1614431
MT,5101209,Araguainha,1033090.53
MT,5101258,Araputanga,2308410.85
MT,5101308,Arenápolis,1454085.6
MT,5101407,Aripuanã,4642891.93
MT,5101605,Barão de Melgaço,1186664.2
MT,5101704,Barra do Bugres,5711907.64
MT,5101803,Barra do Garças,8645847.16
MT,5101852,Bom Jesus do Araguaia,1903508.27
MT,5101902,Brasnorte,3935766.71
MT,5102504,Cáceres,9706333.74
MT,5102603,Campinápolis,2809867.17
MT,5102637,Campo Novo do Parecis,8444113.26
MT,5102678,Campo Verde,5509874.91
MT,5102686,Campos de Júlio,2081320.57
MT,5102694,Canabrava do Norte,1092841.68
MT,5102702,Canarana,3851469.21
MT,5102793,Carlinda,1462384.17
MT,5102850,Castanheira,1318520.98
MT,5103007,Chapada dos Guimarães,3838600.86
MT,5103056,Cláudia,1853258.87
MT,5103106,Cocalinho,2256087.4
MT,5103205,Colíder,5438876.53
MT,5103254,Colniza,7483276.05
MT,5103304,Comodoro,3268288.43
MT,5103353,Confresa,4683185.32
MT,5103361,Conquista D'Oeste,1133377.75
MT,5103379,Cotriguaçu,1419141.01
MT,5103403,Cuiabá,65785870.78
MT,5103437,Curvelândia,1142388.78
MT,5103452,Denise,1344198.46
MT,5103502,Diamantino,4440040.26
MT,5103601,Dom Aquino,1448245.64
MT,5103700,Feliz Natal,3313176.87
MT,5103809,Figueirópolis D'Oeste,1040086.59
MT,5103858,Gaúcha do Norte,2677940.01
MT,5103908,General Carneiro,1887809.59
MT,5103957,Glória D'Oeste,844545.3
MT,5104104,Guarantã do Norte,4305229.96
MT,5104203,Guiratinga,2036637.86
MT,5104500,Indiavaí,1246004.06
MT,5104526,Ipiranga do Norte,2140008.19
MT,5104542,Itanhangá,2000000
MT,5104559,Itaúba,1728833.49
MT,5104609,Itiquira,4848390.9
MT,5104807,Jaciara,3298832.56
MT,5104906,Jangada,1123548.34
MT,5105002,Jauru,1706254.91
MT,5105101,Juara,4107385.28
MT,5105150,Juína,3449155.32
MT,5105176,Juruena,1626967.33
MT,5105200,Juscimeira,2361140.04
MT,5105234,Lambari D'Oeste,1577878.82
MT,5105259,Lucas do Rio Verde,5398328.67
MT,5105309,Luciára,1123706.58
MT,5105507,Vila Bela da Santíssima Trindade,3711749.96
MT,5105580,Marcelândia,1328334.41
MT,5105606,Matupá,2177361.79
MT,5105622,Mirassol d'Oeste,2878630.58
MT,5105903,Nobres,2793699.19
MT,5106000,Nortelândia,1259246.99
MT,5106109,Nossa Senhora do Livramento,2472411.3
MT,5106158,Nova Bandeirantes,1763986.48
MT,5106174,Nova Nazaré,1817732.52
MT,5106182,Nova Lacerda,
MT,5106190,Nova Santa Helena,1305076.01
MT,5106208,Nova Brasilândia,
MT,5106216,Nova Canaã do Norte,2308367.09
MT,5106224,Nova Mutum,6591549.73
MT,5106232,Nova Olímpia,
MT,5106240,Nova Ubiratã,3177886.93
MT,5106257,Nova Xavantina,2739727.18
MT,5106265,Novo Mundo,1746596.27
MT,5106273,Novo Horizonte do Norte,834187.69
MT,5106281,Novo São Joaquim,2092491.99
MT,5106299,Paranaíta,2399677.56
MT,5106307,Paranatinga,5363989.02
MT,5106315,Novo Santo Antônio,1681793.05
MT,5106372,Pedra Preta,
MT,5106422,Peixoto de Azevedo,4503991.84
MT,5106455,Planalto da Serra,1199417.28
MT,5106505,Poconé,3663540.68
MT,5106653,Pontal do Araguaia,1431308.14
MT,5106703,Ponte Branca,1063202.25
MT,5106752,Pontes e Lacerda,5180918.02
MT,5106778,Porto Alegre do Norte,2364456.29
MT,5106802,Porto dos Gaúchos,1477083.07
MT,5106828,Porto Esperidião,1723457.31
MT,5106851,Porto Estrela,1259864.19
MT,5107008,Poxoréo,2837715.34
MT,5107040,Primavera do Leste,27173772.89
MT,5107065,Querência,5963023.48
MT,5107107,São José dos Quatro Marcos,2585308.91
MT,5107156,Reserva do Cabaçal,942063.79
MT,5107180,Ribeirão Cascalheira,2439406.39
MT,5107198,Ribeirãozinho,1069475.57
MT,5107206,Rio Branco,893367.27
MT,5107248,Santa Carmem,1612053.16
MT,5107263,Santo Afonso,1059893.05
MT,5107297,São José do Povo,1138231.5
MT,5107305,São José do Rio Claro,2669596.12
MT,5107354,São José do Xingu,2360335.67
MT,5107404,São Pedro da Cipa,862706.52
MT,5107578,Rondolândia,
MT,5107602,Rondonópolis,32064688.26
MT,5107701,Rosário Oeste,620065.83
MT,5107743,Santa Cruz do Xingu,1275166.51
MT,5107750,Salto do Céu,1260626.1
MT,5107768,Santa Rita do Trivelato,1895484.3
MT,5107776,Santa Terezinha,1739004.59
MT,5107792,Santo Antônio do Leste,2091466.16
MT,5107800,Santo Antônio do Leverger,3418862.33
MT,5107859,São Félix do Araguaia,3967814.29
MT,5107875,Sapezal,
MT,5107883,Serra Nova Dourada,1098983.97
MT,5107909,Sinop,14324414.74
MT,5107925,Sorriso,12814701.66
MT,5107941,Tabaporã,2087195.46
MT,5107958,Tangará da Serra,7768593.16
MT,5108006,Tapurah,2342858.74
MT,5108055,Terra Nova do Norte,1432701.53
MT,5108105,Tesouro,1164793.57
MT,5108204,Torixoréu,1410263.28
MT,5108303,União do Sul,1249999.95
MT,5108352,Vale de São Domingos,976683.81
MT,5108402,Várzea Grande,27376167.45
MT,5108501,Vera,
MT,5108600,Vila Rica,3248242.52
MT,5108808,Nova Guarita,1197843.24
MT,5108857,Nova Marilândia,1435934.31
MT,5108907,Nova Maringá,2157481.62
MT,5108956,Nova Monte verde,1535666.2
MT,5199919,São Gonçalo,
PA,1500107,Abaetetuba,6255858.74
PA,1500131,Abel Figueiredo,1162417.89
PA,1500206,Acará,4379964.27
PA,1500305,Afuá,2710258.88
PA,1500347,Água Azul do Norte,3463294.38
PA,1500404,Alenquer,3899530.43
PA,1500503,Almeirim,5785038.7
PA,1500602,Altamira,6206868.03
PA,1500701,Anajás,2242891.53
PA,1500800,Ananindeua,19320968.66
PA,1500859,Anapu,3156652.9
PA,1500909,Augusto Corrêa,2604138.52
PA,1500958,Aurora do Pará,2465763.11
PA,1501006,Aveiro,1141185.16
PA,1501105,Bagre,2135092.7
PA,1501204,Baião,2800540.29
PA,1501253,Bannach,1346594.15
PA,1501303,Barcarena,
PA,1501402,Belém,108863592.14
PA,1501451,Belterra,2130461.81
PA,1501501,Benevides,6499600.41
PA,1501576,Bom Jesus do Tocantins,
PA,1501600,Bonito,1145786.59
PA,1501709,Bragança,4610000
PA,1501725,Brasil Novo,2016000
PA,1501758,Brejo Grande do Araguaia,995837.83
PA,1501782,Breu Branco,3816440.88
PA,1501808,Breves,
PA,1501907,Bujaru,1985149.32
PA,1501956,Cachoeira do Piriá,2310767.4
PA,1502004,Cachoeira do Arari,2039114.14
PA,1502103,Cametá,5146328.79
PA,1502152,Canaã dos Carajás,33900257.64
PA,1502202,Capanema,5012179.44
PA,1502301,Capitão Poço,3410424.56
PA,1502400,Castanhal,
PA,1502509,Chaves,2208946.41
PA,1502608,Colares,1203578.88
PA,1502707,Conceição do Araguaia,4378287.13
PA,1502756,Concórdia do Pará,2875478.59
PA,1502764,Cumaru do Norte,2799218.13
PA,1502772,Curionópolis,3856846.56
PA,1502806,Curralinho,2501853.81
PA,1502855,Curuá,1472569.77
PA,1502905,Curuçá,2714931.37
PA,1502939,Dom Eliseu,4993412.13
PA,1502954,Eldorado dos Carajás,3167000.5
PA,1503002,Faro,1131257.27
PA,1503044,Floresta do Araguaia,2465464.05
PA,1503077,Garrafão do Norte,2087000
PA,1503093,Goianésia do Pará,3226389.36
PA,1503101,Gurupá,1790720.63
PA,1503200,Igarapé-Açu,2461252.02
PA,1503309,Igarapé-Miri,3973100.26
PA,1503408,Inhangapi,1757810.01
PA,1503457,Ipixuna do Pará,4371339.04
PA,1503507,Irituia,2270101.34
PA,1503606,Itaituba,11905859.5
PA,1503705,Itupiranga,4199886.42
PA,1503754,Jacareacanga,6651046.64
PA,1503804,Jacundá,3688003.98
PA,1503903,Juruti,
PA,1504000,Limoeiro do Ajuru,2039921.23
PA,1504059,Mãe do Rio,2249474.67
PA,1504109,Magalhães Barata,1020659.86
PA,1504208,Marabá,40239347.24
PA,1504307,Maracanã,1838791.49
PA,1504406,Marapanim,2110000
PA,1504422,Marituba,9072274.32
PA,1504455,Medicilândia,2863388.38
PA,1504505,Melgaço,1914969.66
PA,1504604,Mocajuba,2390615.84
PA,1504703,Moju,
PA,1504752,Mojuí dos Campos,1967110.3
PA,1504802,Monte Alegre,3651265.33
PA,1504901,Muaná,
PA,1504950,Nova Esperança do Piriá,
PA,1504976,Nova Ipixuna,1868312.24
PA,1505007,Nova Timboteua,1426000
PA,1505031,Novo Progresso,4869824.8
PA,1505064,Novo Repartimento,5701676.9
PA,1505106,Óbidos,3477430.82
PA,1505205,Oeiras do Pará,2195316.85
PA,1505304,Oriximiná,10379306.96
PA,1505403,Ourém,1935704.82
PA,1505437,Ourilândia do Norte,5273195.56
PA,1505486,Pacajá,1912568.71
PA,1505494,Palestina do Pará,1145889.08
PA,1505502,Paragominas,8932092.52
PA,1505536,Parauapebas,56408794.71
PA,1505551,Pau D'Arco,1320611.67
PA,1505601,Peixe-Boi,904090.84
PA,1505635,Piçarra,1696064.72
PA,1505650,Placas,2677468.11
PA,1505700,Ponta de Pedras,2100916.87
PA,1505809,Portel,4190792.12
PA,1505908,Porto de Moz,
PA,1506005,Prainha,
PA,1506104,Primavera,1740002.32
PA,1506112,Quatipuru,1521287.08
PA,1506138,Redenção,9498794.93
PA,1506161,Rio Maria,3144012.06
PA,1506187,Rondon do Pará,4518627.68
PA,1506195,Rurópolis,3818752.3
PA,1506203,Salinópolis,3447287.2
PA,1506302,Salvaterra,2018911.22
PA,1506351,Santa Bárbara do Pará,1086248.92
PA,1506401,Santa Cruz do Arari,990929.26
PA,1506500,Santa Isabel do Pará,
PA,1506559,Santa Luzia do Pará,1659429.84
PA,1506583,Santa Maria das Barreiras,3018423.11
PA,1506609,Santa Maria do Pará,2154295.39
PA,1506708,Santana do Araguaia,5520000
PA,1506807,Santarém,17202070.28
PA,1506906,Santarém Novo,943003.45
PA,1507003,Santo Antônio do Tauá,
PA,1507102,São Caetano de Odivelas,1785661.73
PA,1507151,São Domingos do Araguaia,2402240.59
PA,1507201,São Domingos do Capim,2062092.38
PA,1507300,São Félix do Xingu,7828086.8
PA,1507409,São Francisco do Pará,1383459.08
PA,1507458,São Geraldo do Araguaia,3252225.9
PA,1507466,São João da Ponta,901789.25
PA,1507474,São João de Pirabas,1855602.36
PA,1507508,São João do Araguaia,1729477.44
PA,1507607,São Miguel do Guamá,3522859.99
PA,1507706,São Sebastião da Boa Vista,2036151.13
PA,1507755,Sapucaia,1308728.94
PA,1507805,Senador José Porfírio,599139.84
PA,1507904,Soure,2356292.14
PA,1507953,Tailândia,4074657.39
PA,1507961,Terra Alta,1151998.52
PA,1507979,Terra Santa,2704256.29
PA,1508001,Tomé-Açu,4714217.1
PA,1508035,Tracuateua,2371045
PA,1508050,Trairão,2071448.25
PA,1508084,Tucumã,3924978.83
PA,1508100,Tucuruí,10464973
PA,1508126,Ulianópolis,4019875.26
PA,1508159,Uruará,3504523.98
PA,1508209,Vigia,
PA,1508308,Viseu,3409200
PA,1508357,Vitória do Xingu,7026083.69
PA,1508407,Xinguara,6083478.24
PA,1599919,Monsarás,
PA,1599939,Vila Franca,
PB,2500106,Água Branca,1241864.2
PB,2500205,Aguiar,1052337.19
PB,2500304,Alagoa Grande,2449310.8
PB,2500403,Alagoa Nova,1853502.31
PB,2500502,Alagoinha,1703252.62
PB,2500536,Alcantil,1033512.56
PB,2500577,Algodão de Jandaíra,993476.62
PB,2500601,Alhandra,5481889.57
PB,2500700,São João do Rio do Peixe,2346882.18
PB,2500734,Amparo,920918.41
PB,2500775,Aparecida,1087549.08
PB,2500809,Araçagi,1766164.22
PB,2500908,Arara,1365539.15
PB,2501005,Araruna,2010451.6
PB,2501104,Areia,1441781.41
PB,2501153,Areia de Baraúnas,
PB,2501203,Areial,1043101.17
PB,2501302,Aroeiras,2054317.82
PB,2501351,Assunção,1044755.49
PB,2501401,Baía da Traição,1014913.69
PB,2501500,Bananeiras,2269171.25
PB,2501534,Baraúna,963799.42
PB,2501575,Barra de Santana,1064188.99
PB,2501609,Barra de Santa Rosa,1672229.77
PB,2501708,Barra de São Miguel,928854.92
PB,2501807,Bayeux,7088934.35
PB,2501906,Belém,2082478.4
PB,2502003,Belém do Brejo do Cruz,1166739.59
PB,2502052,Bernardino Batista,1015267.48
PB,2502102,Boa Ventura,1021287.36
PB,2502151,Boa Vista,
PB,2502201,Bom Jesus,1008431.46
PB,2502300,Bom Sucesso,
PB,2502409,Bonito de Santa Fé,
PB,2502508,Boqueirão,2210637.38
PB,2502607,Igaracy,1037265.44
PB,2502706,Borborema,1016559.94
PB,2502805,Brejo do Cruz,1684435.17
PB,2502904,Brejo dos Santos,1035609.95
PB,2503001,Caaporã,2934178.01
PB,2503100,Cabaceiras,1079410.08
PB,2503209,Cabedelo,19858689.15
PB,2503308,Cachoeira dos Índios,1387565.35
PB,2503407,Cacimba de Areia,951400.9
PB,2503506,Cacimba de Dentro,2009459.28
PB,2503555,Cacimbas,899862.45
PB,2503605,Caiçara,1498995.82
PB,2503704,Cajazeiras,6175225.6
PB,2503753,Cajazeirinhas,1025545.88
PB,2503803,Caldas Brandão,885338.77
PB,2503902,Camalaú,943534.3
PB,2504009,Campina Grande,26747194.96
PB,2504033,Capim,1053787.88
PB,2504074,Caraúbas,1015474.32
PB,2504108,Carrapateira,1013104.86
PB,2504157,Casserengue,1054363.02
PB,2504207,Catingueira,1058484.41
PB,2504306,Catolé do Rocha,3349379.97
PB,2504355,Caturité,1066644.12
PB,2504405,Conceição,2064999.96
PB,2504504,Condado,1120437.15
PB,2504603,Conde,5530875.94
PB,2504702,Congo,1042874.76
PB,2504801,Coremas,1968697.61
PB,2504850,Coxixola,929023.06
PB,2504900,Cruz do Espírito Santo,2238881.85
PB,2505006,Cubati,900000
PB,2505105,Cuité,1923861.63
PB,2505204,Cuitegi,1066543.61
PB,2505238,Cuité de Mamanguape,939994.11
PB,2505279,Curral de Cima,
PB,2505303,Curral Velho,993505.17
PB,2505352,Damião,1004632.01
PB,2505402,Desterro,701787.76
PB,2505501,Vista Serrana,956194.9
PB,2505600,Diamante,1047471
PB,2505709,Dona Inês,1365336.51
PB,2505808,Duas Estradas,1027391.95
PB,2505907,Emas,1024876.26
PB,2506004,Esperança,3337320.16
PB,2506103,Fagundes,1343239.05
PB,2506202,Frei Martinho,986958.92
PB,2506251,Gado Bravo,1033926.38
PB,2506301,Guarabira,5308278.12
PB,2506400,Gurinhém,1729178.21
PB,2506509,Gurjão,1017269.04
PB,2506608,Ibiara,1049187.34
PB,2506707,Imaculada,1367968.49
PB,2506806,Ingá,2115960.63
PB,2506905,Itabaiana,2529755.13
PB,2507002,Itaporanga,2752829.79
PB,2507101,Itapororoca,2172593.74
PB,2507200,Itatuba,
PB,2507309,Jacaraú,1780094.88
PB,2507408,Jericó,
PB,2507507,João Pessoa,79668294.14
PB,2507606,Juarez Távora,1048684.8
PB,2507705,Juazeirinho,2104217.02
PB,2507804,Junco do Seridó,891642.34
PB,2507903,Juripiranga,1328512.36
PB,2508000,Juru,1095112.57
PB,2508109,Lagoa,
PB,2508208,Lagoa de Dentro,1069880.74
PB,2508307,Lagoa Seca,2379024.46
PB,2508406,Lastro,806882.79
PB,2508505,Livramento,1035231
PB,2508554,Logradouro,863566.3
PB,2508604,Lucena,1979435.09
PB,2508703,Mãe d'Água,1006705.93
PB,2508802,Malta,1133267.82
PB,2508901,Mamanguape,4742117.6
PB,2509008,Manaíra,1386600.03
PB,2509057,Marcação,1060420.71
PB,2509107,Mari,2059560.3
PB,2509156,Marizópolis,1020403.76
PB,2509206,Massaranduba,1728692.25
PB,2509305,Mataraca,1949038.77
PB,2509339,Matinhas,1056257.16
PB,2509370,Mato Grosso,1006326.81
PB,2509396,Maturéia,1079567.78
PB,2509404,Mogeiro,1510968.44
PB,2509503,Montadas,985806.66
PB,2509602,Monte Horebe,508339.04
PB,2509701,Monteiro,3276853.38
PB,2509800,Mulungu,1081302.7
PB,2509909,Natuba,1340974.4
PB,2510006,Nazarezinho,
PB,2510105,Nova Floresta,1409137.56
PB,2510204,Nova Olinda,1055327.52
PB,2510303,Nova Palmeira,973588.51
PB,2510402,Olho d'Água,1033217.98
PB,2510501,Olivedos,821946
PB,2510600,Ouro Velho,905560.25
PB,2510659,Parari,872617.91
PB,2510709,Passagem,998723.09
PB,2510808,Patos,7837857.52
