UF,COD,MUN,OPERACOES_CREDITO
MG,3165008,São Tiago,31506.218787015
MG,3165107,São Tomás de Aquino,
MG,3165206,São Thomé das Letras,2794.7384068728
MG,3165305,São Vicente de Minas,
MG,3165404,Sapucaí-Mirim,
MG,3165503,Sardoá,
MG,3165537,Sarzedo,62227.402112407
MG,3165552,Setubinha,
MG,3165560,Sem-Peixe,
MG,3165578,Senador Amaral,
MG,3165602,Senador Cortes,
MG,3165701,Senador Firmino,12634.028332173
MG,3165800,Senador José Bento,
MG,3165909,Senador Modestino Gonçalves,
MG,3166006,Senhora de Oliveira,3392.0311996685
MG,3166105,Senhora do Porto,
MG,3166204,Senhora dos Remédios,
MG,3166303,Sericita,
MG,3166402,Seritinga,
MG,3166501,Serra Azul de Minas,
MG,3166600,Serra da Saudade,
MG,3166709,Serra dos Aimorés,2728.6814412729
MG,3166808,Serra do Salitre,76088.1617845189
MG,3166907,Serrania,
MG,3166956,Serranópolis de Minas,
MG,3167004,Serranos,
MG,3167103,Serro,30830.8809855628
MG,3167202,Sete Lagoas,928316.684808789
MG,3167301,Silveirânia,
MG,3167400,Silvianópolis,
MG,3167509,Simão Pereira,
MG,3167608,Simonésia,38885.9664726624
MG,3167707,Sobrália,1174.9021630947
MG,3167806,Soledade de Minas,
MG,3167905,Tabuleiro,
MG,3168002,Taiobeiras,147658.301019412
MG,3168051,Taparuba,
MG,3168101,Tapira,
MG,3168200,Tapiraí,
MG,3168309,Taquaraçu de Minas,902.8332218379
MG,3168408,Tarumirim,45325.5775102549
MG,3168507,Teixeiras,18098.7759437494
MG,3168606,Teófilo Otoni,530760.644078496
MG,3168705,Timóteo,239745.918847252
MG,3168804,Tiradentes,3415.3137915576
MG,3168903,Tiros,1635.9327478844
MG,3169000,Tocantins,34087.5749278811
MG,3169059,Tocos do Moji,
MG,3169109,Toledo,
MG,3169208,Tombos,6299.1738630969
MG,3169307,Três Corações,362744.204061748
MG,3169356,Três Marias,92636.5060364045
MG,3169406,Três Pontas,355683.493471596
MG,3169505,Tumiritinga,1406.2155207669
MG,3169604,Tupaciguara,140074.854609819
MG,3169703,Turmalina,37067.1070123698
MG,3169802,Turvolândia,
MG,3169901,Ubá,410257.556770092
MG,3170008,Ubaí,17936.6956239625
MG,3170057,Ubaporanga,3123.1532069138
MG,3170107,Uberaba,2376614.68425566
MG,3170206,Uberlândia,9380104.45299325
MG,3170305,Umburatiba,
MG,3170404,Unaí,932061.553618651
MG,3170438,União de Minas,
MG,3170479,Uruana de Minas,
MG,3170503,Urucânia,19086.8533881002
MG,3170529,Urucuia,
MG,3170578,Vargem Alegre,
MG,3170602,Vargem Bonita,
MG,3170651,Vargem Grande do Rio Pardo,
MG,3170701,Varginha,1214320.81932601
MG,3170750,Varjão de Minas,
MG,3170800,Várzea da Palma,109235.485867504
MG,3170909,Varzelândia,338.9239721341
MG,3171006,Vazante,156049.583318079
MG,3171030,Verdelândia,
MG,3171071,Veredinha,
MG,3171105,Veríssimo,
MG,3171154,Vermelho Novo,
MG,3171204,Vespasiano,289660.064989917
MG,3171303,Viçosa,407459.936314984
MG,3171402,Vieiras,
MG,3171501,Mathias Lobato,4604.4958101667
MG,3171600,Virgem da Lapa,5968.0725933173
MG,3171709,Virgínia,23347.6210831801
MG,3171808,Virginópolis,31710.0938378832
MG,3171907,Virgolândia,
MG,3172004,Visconde do Rio Branco,202908.885216131
MG,3172103,Volta Grande,
MG,3172202,Wenceslau Braz,
MS,5000203,Água Clara,3233.5325478424
MS,5000252,Alcinópolis,
MS,5000609,Amambaí,363912.297730445
MS,5000708,Anastácio,16654.3009810686
MS,5000807,Anaurilândia,33483.6202151767
MS,5000856,Angélica,
MS,5000906,Antônio João,1120.8988709197
MS,5001003,Aparecida do Taboado,140171.541705797
MS,5001102,Aquidauana,307729.904066789
MS,5001243,Aral Moreira,130042.518644405
MS,5001508,Bandeirantes,16766.9213803036
MS,5001904,Bataguassu,124549.333394284
MS,5002001,Batayporã,56775.8676440936
MS,5002100,Bela Vista,106459.656007247
MS,5002159,Bodoquena,
MS,5002209,Bonito,123568.317340017
MS,5002308,Brasilândia,115849.44572838
MS,5002407,Caarapó,239538.867724099
MS,5002605,Camapuã,51148.6643070241
MS,5002704,Campo Grande,9143673.72487303
MS,5002803,Caracol,
MS,5002902,Cassilândia,121093.751871546
MS,5002951,Chapadão do Sul,991916.442422398
MS,5003108,Corguinho,
MS,5003157,Coronel Sapucaia,
MS,5003207,Corumbá,431049.540066028
MS,5003256,Costa Rica,244373.484606915
MS,5003306,Coxim,376837.014776871
MS,5003454,Deodápolis,6231.8576694991
MS,5003488,Dois Irmãos do Buriti,
MS,5003504,Douradina,102305.373147047
MS,5003702,Dourados,3465870.38943684
MS,5003751,Eldorado,6488.3249596259
MS,5003801,Fátima do Sul,150405.775497853
MS,5003900,Figueirão,
MS,5004007,Glória de Dourados,117219.396095355
MS,5004106,Guia Lopes da Laguna,46181.3362566572
MS,5004304,Iguatemi,6818.2663220315
MS,5004403,Inocência,7288.4007139629
MS,5004502,Itaporã,116795.480796394
MS,5004601,Itaquiraí,21557.7623699906
MS,5004700,Ivinhema,239157.148376536
MS,5004809,Japorã,
MS,5004908,Jaraguari,
MS,5005004,Jardim,254857.922364292
MS,5005103,Jateí,
MS,5005152,Juti,
MS,5005202,Ladário,7919.8401122649
MS,5005251,Laguna Carapã,112002.111724923
MS,5005400,Maracaju,1325992.94856017
MS,5005608,Miranda,99546.7734461236
MS,5005681,Mundo Novo,191569.141561892
MS,5005707,Naviraí,405704.046567771
MS,5005806,Nioaque,49696.6681041468
MS,5006002,Nova Alvorada do Sul,73610.0947171361
MS,5006200,Nova Andradina,422942.062293525
MS,5006259,Novo Horizonte do Sul,
MS,5006275,Paraíso das Águas,
MS,5006309,Paranaíba,357503.602971635
MS,5006358,Paranhos,
MS,5006408,Pedro Gomes,43873.1757117021
MS,5006606,Ponta Porã,498204.403280402
MS,5006903,Porto Murtinho,33231.3366422551
MS,5007109,Ribas do Rio Pardo,42884.1693788733
MS,5007208,Rio Brilhante,187673.907015432
MS,5007307,Rio Negro,
MS,5007406,Rio Verde de Mato Grosso,64609.8711103886
MS,5007505,Rochedo,
MS,5007554,Santa Rita do Pardo,
MS,5007695,São Gabriel do Oeste,415734.705896045
MS,5007703,Sete Quedas,103330.771956582
MS,5007802,Selvíria,
MS,5007901,Sidrolândia,344462.979194671
MS,5007935,Sonora,90542.9432318752
MS,5007950,Tacuru,
MS,5007976,Taquarussu,
MS,5008008,Terenos,4769.5898764617
MS,5008305,Três Lagoas,691857.401790438
MS,5008404,Vicentina,
MT,5100102,Acorizal,
MT,5100201,Água Boa,367020.970252918
MT,5100250,Alta Floresta,757269.831233225
MT,5100300,Alto Araguaia,123536.393416314
MT,5100359,Alto Boa Vista,
MT,5100409,Alto Garças,82840.4730867891
MT,5100508,Alto Paraguai,
MT,5100607,Alto Taquari,82699.5336212089
MT,5100805,Apiacás,
MT,5101001,Araguaiana,
MT,5101209,Araguainha,
MT,5101258,Araputanga,114521.98883714
MT,5101308,Arenápolis,141787.695210847
MT,5101407,Aripuanã,232432.96931283
MT,5101605,Barão de Melgaço,
MT,5101704,Barra do Bugres,180822.955894962
MT,5101803,Barra do Garças,694325.200330411
MT,5101852,Bom Jesus do Araguaia,
MT,5101902,Brasnorte,98133.7542438525
MT,5102504,Cáceres,762463.342534149
MT,5102603,Campinápolis,181357.739699863
MT,5102637,Campo Novo do Parecis,460688.019644653
MT,5102678,Campo Verde,565995.612856942
MT,5102686,Campos de Júlio,44627.6624246039
MT,5102694,Canabrava do Norte,
MT,5102702,Canarana,348021.774972273
MT,5102793,Carlinda,
MT,5102850,Castanheira,
MT,5103007,Chapada dos Guimarães,61047.2740218598
MT,5103056,Cláudia,51104.1669173801
MT,5103106,Cocalinho,
MT,5103205,Colíder,341516.782961873
MT,5103254,Colniza,
MT,5103304,Comodoro,83422.4429387518
MT,5103353,Confresa,329281.502432597
MT,5103361,Conquista D'Oeste,
MT,5103379,Cotriguaçu,
MT,5103403,Cuiabá,9856050.83493879
MT,5103437,Curvelândia,
MT,5103452,Denise,
MT,5103502,Diamantino,259757.162407931
MT,5103601,Dom Aquino,
MT,5103700,Feliz Natal,55082.9992391828
MT,5103809,Figueirópolis D'Oeste,
MT,5103858,Gaúcha do Norte,21544.5855421979
MT,5103908,General Carneiro,
MT,5103957,Glória D'Oeste,
MT,5104104,Guarantã do Norte,316306.994251028
MT,5104203,Guiratinga,102736.40190285
MT,5104500,Indiavaí,
MT,5104526,Ipiranga do Norte,64052.1591175866
MT,5104542,Itanhangá,
MT,5104559,Itaúba,58959.2604837303
MT,5104609,Itiquira,148701.903942945
MT,5104807,Jaciara,246559.995326577
MT,5104906,Jangada,590.6133714555
MT,5105002,Jauru,86710.5712022263
MT,5105101,Juara,308144.340590438
MT,5105150,Juína,528926.074458198
MT,5105176,Juruena,6437.2907853085
MT,5105200,Juscimeira,28890.5287753253
MT,5105234,Lambari D'Oeste,
MT,5105259,Lucas do Rio Verde,1871503.86125526
MT,5105309,Luciára,
MT,5105507,Vila Bela da Santíssima Trindade,53135.4001236879
MT,5105580,Marcelândia,9317.1596553893
MT,5105606,Matupá,165070.930715137
MT,5105622,Mirassol d'Oeste,329408.792531734
MT,5105903,Nobres,1736.3520241339
MT,5106000,Nortelândia,
MT,5106109,Nossa Senhora do Livramento,
MT,5106158,Nova Bandeirantes,
MT,5106174,Nova Nazaré,
MT,5106182,Nova Lacerda,
MT,5106190,Nova Santa Helena,
MT,5106208,Nova Brasilândia,
MT,5106216,Nova Canaã do Norte,98213.4658263257
MT,5106224,Nova Mutum,517172.011977437
MT,5106232,Nova Olímpia,27765.2799236009
MT,5106240,Nova Ubiratã,97124.2077934541
MT,5106257,Nova Xavantina,167746.857153839
MT,5106265,Novo Mundo,
MT,5106273,Novo Horizonte do Norte,
MT,5106281,Novo São Joaquim,48434.9570905611
MT,5106299,Paranaíta,15769.8005087498
MT,5106307,Paranatinga,118704.076659135
MT,5106315,Novo Santo Antônio,
MT,5106372,Pedra Preta,70088.8097577144
MT,5106422,Peixoto de Azevedo,84270.0079524514
MT,5106455,Planalto da Serra,
MT,5106505,Poconé,79631.3283462364
MT,5106653,Pontal do Araguaia,
MT,5106703,Ponte Branca,
MT,5106752,Pontes e Lacerda,565001.39416027
MT,5106778,Porto Alegre do Norte,9324.4647529065
MT,5106802,Porto dos Gaúchos,104168.043065796
MT,5106828,Porto Esperidião,
MT,5106851,Porto Estrela,
MT,5107008,Poxoréo,73906.8927435974
MT,5107040,Primavera do Leste,897990.426098579
MT,5107065,Querência,615551.356371725
MT,5107107,São José dos Quatro Marcos,106045.091723148
MT,5107156,Reserva do Cabaçal,
MT,5107180,Ribeirão Cascalheira,677.9043863848
MT,5107198,Ribeirãozinho,
MT,5107206,Rio Branco,44145.4004156995
MT,5107248,Santa Carmem,
MT,5107263,Santo Afonso,
MT,5107297,São José do Povo,
MT,5107305,São José do Rio Claro,84277.7212708588
MT,5107354,São José do Xingu,
MT,5107404,São Pedro da Cipa,
MT,5107578,Rondolândia,
MT,5107602,Rondonópolis,3089742.17607356
MT,5107701,Rosário Oeste,85615.8325960737
MT,5107743,Santa Cruz do Xingu,
MT,5107750,Salto do Céu,
MT,5107768,Santa Rita do Trivelato,
MT,5107776,Santa Terezinha,
MT,5107792,Santo Antônio do Leste,
MT,5107800,Santo Antônio do Leverger,27525.250415495
MT,5107859,São Félix do Araguaia,162630.900383952
MT,5107875,Sapezal,381592.220226765
MT,5107883,Serra Nova Dourada,
MT,5107909,Sinop,1812172.82442475
MT,5107925,Sorriso,2464564.56770188
MT,5107941,Tabaporã,78704.8296886949
MT,5107958,Tangará da Serra,1854246.99517515
MT,5108006,Tapurah,250149.388856909
MT,5108055,Terra Nova do Norte,138205.335068308
MT,5108105,Tesouro,
MT,5108204,Torixoréu,86035.5313626458
MT,5108303,União do Sul,
MT,5108352,Vale de São Domingos,
MT,5108402,Várzea Grande,1109755.94880189
MT,5108501,Vera,67944.6301880096
MT,5108600,Vila Rica,238629.940066269
MT,5108808,Nova Guarita,
MT,5108857,Nova Marilândia,
MT,5108907,Nova Maringá,
MT,5108956,Nova Monte verde,196135.909536128
MT,5199919,São Gonçalo,
PA,1500107,Abaetetuba,298439.354025421
PA,1500131,Abel Figueiredo,2406.5474674692
PA,1500206,Acará,11556.6336446584
PA,1500305,Afuá,9768.3417471258
PA,1500347,Água Azul do Norte,6222.7127339932
PA,1500404,Alenquer,77582.7818487958
PA,1500503,Almeirim,33491.8983922864
PA,1500602,Altamira,410188.478619876
PA,1500701,Anajás,9205.4410174135
PA,1500800,Ananindeua,1316674.23171491
PA,1500859,Anapu,6570.7952052426
PA,1500909,Augusto Corrêa,33273.8283678467
PA,1500958,Aurora do Pará,9220.7928356086
PA,1501006,Aveiro,
PA,1501105,Bagre,3627.4473304252
PA,1501204,Baião,43470.5657804036
PA,1501253,Bannach,1693.4743919773
PA,1501303,Barcarena,192257.330226975
PA,1501402,Belém,9321570.99490033
PA,1501451,Belterra,73.0474748854
PA,1501501,Benevides,73093.4905242282
PA,1501576,Bom Jesus do Tocantins,57428.7756109075
PA,1501600,Bonito,3936.3432214258
PA,1501709,Bragança,212182.857901562
PA,1501725,Brasil Novo,24464.033899665
PA,1501758,Brejo Grande do Araguaia,4203.6412724499
PA,1501782,Breu Branco,39883.8014026223
PA,1501808,Breves,115397.383314638
PA,1501907,Bujaru,6798.960055384
PA,1501956,Cachoeira do Piriá,3168.0701933786
PA,1502004,Cachoeira do Arari,7094.6961824877
PA,1502103,Cametá,169524.266661251
PA,1502152,Canaã dos Carajás,131741.302095634
PA,1502202,Capanema,241919.327557741
PA,1502301,Capitão Poço,79989.2269328906
PA,1502400,Castanhal,768708.295649784
PA,1502509,Chaves,
PA,1502608,Colares,1882.1551375341
PA,1502707,Conceição do Araguaia,230570.000557137
PA,1502756,Concórdia do Pará,18394.9211668149
PA,1502764,Cumaru do Norte,2807.2134272615
PA,1502772,Curionópolis,4500.3806691155
PA,1502806,Curralinho,23744.6778102568
PA,1502855,Curuá,6931.7766690593
PA,1502905,Curuçá,14754.937123455
PA,1502939,Dom Eliseu,194281.476228588
PA,1502954,Eldorado dos Carajás,29839.1278030567
PA,1503002,Faro,5258.7225098458
PA,1503044,Floresta do Araguaia,5333.2716075558
PA,1503077,Garrafão do Norte,14466.1171245529
PA,1503093,Goianésia do Pará,34824.2333700275
PA,1503101,Gurupá,20577.2035406216
PA,1503200,Igarapé-Açu,43860.8030746878
PA,1503309,Igarapé-Miri,49152.6619199053
PA,1503408,Inhangapi,1122.9885418434
PA,1503457,Ipixuna do Pará,36233.8844218022
PA,1503507,Irituia,25878.9025657121
PA,1503606,Itaituba,286023.162948648
PA,1503705,Itupiranga,79040.4909564575
PA,1503754,Jacareacanga,2687.8593522485
PA,1503804,Jacundá,110261.856006489
PA,1503903,Juruti,63761.0823090898
PA,1504000,Limoeiro do Ajuru,3412.2418527898
PA,1504059,Mãe do Rio,45565.2775539123
PA,1504109,Magalhães Barata,1830.8938821428
PA,1504208,Marabá,1390037.85070917
PA,1504307,Maracanã,17482.3291467605
PA,1504406,Marapanim,34732.4746771665
PA,1504422,Marituba,166478.48465788
PA,1504455,Medicilândia,39271.3816850266
PA,1504505,Melgaço,10997.9201324376
PA,1504604,Mocajuba,4018.0009630841
PA,1504703,Moju,68669.6020492573
PA,1504752,Mojuí dos Campos,
PA,1504802,Monte Alegre,107484.603717385
PA,1504901,Muaná,10439.4945187654
PA,1504950,Nova Esperança do Piriá,718.8958017592
PA,1504976,Nova Ipixuna,1434.6457212024
PA,1505007,Nova Timboteua,3033.551127952
PA,1505031,Novo Progresso,210931.134079874
PA,1505064,Novo Repartimento,153867.083488986
PA,1505106,Óbidos,38804.9851613324
PA,1505205,Oeiras do Pará,8413.0532044082
PA,1505304,Oriximiná,96094.0884103018
PA,1505403,Ourém,1705.1968508105
PA,1505437,Ourilândia do Norte,28723.2461550185
PA,1505486,Pacajá,42442.5885724696
PA,1505494,Palestina do Pará,3044.5656538802
PA,1505502,Paragominas,733179.623973042
PA,1505536,Parauapebas,569937.196444501
PA,1505551,Pau D'Arco,1928.3116628864
PA,1505601,Peixe-Boi,9.2455687371
PA,1505635,Piçarra,5020.7100417229
PA,1505650,Placas,
PA,1505700,Ponta de Pedras,1981.686216134
PA,1505809,Portel,34204.6332526142
PA,1505908,Porto de Moz,17196.1890545602
PA,1506005,Prainha,7551.312031176
PA,1506104,Primavera,8712.6584604856
PA,1506112,Quatipuru,745.2538327025
PA,1506138,Redenção,621570.019040535
PA,1506161,Rio Maria,208327.77601437
PA,1506187,Rondon do Pará,193553.141904809
PA,1506195,Rurópolis,22369.9635536216
PA,1506203,Salinópolis,59116.2780769138
PA,1506302,Salvaterra,17760.7497950524
PA,1506351,Santa Bárbara do Pará,8549.7975768527
PA,1506401,Santa Cruz do Arari,447.9277005451
PA,1506500,Santa Isabel do Pará,129845.006238966
PA,1506559,Santa Luzia do Pará,4281.5182673637
PA,1506583,Santa Maria das Barreiras,755.2068968089
PA,1506609,Santa Maria do Pará,21506.6643154482
PA,1506708,Santana do Araguaia,141463.20248161
PA,1506807,Santarém,893755.784102939
PA,1506906,Santarém Novo,927.3361010399
PA,1507003,Santo Antônio do Tauá,11117.0795040249
PA,1507102,São Caetano de Odivelas,8265.9072936745
PA,1507151,São Domingos do Araguaia,55241.1780523478
PA,1507201,São Domingos do Capim,354.2267863209
PA,1507300,São Félix do Xingu,200379.114982211
PA,1507409,São Francisco do Pará,899.5989572927
PA,1507458,São Geraldo do Araguaia,79145.7913819585
PA,1507466,São João da Ponta,
PA,1507474,São João de Pirabas,9461.04198668
PA,1507508,São João do Araguaia,806.1264367498
PA,1507607,São Miguel do Guamá,121348.850549728
PA,1507706,São Sebastião da Boa Vista,825.9625592366
PA,1507755,Sapucaia,1367.3693433613
PA,1507805,Senador José Porfírio,3297.732174022
PA,1507904,Soure,41025.3042713368
PA,1507953,Tailândia,168776.614694894
PA,1507961,Terra Alta,1674.9731911799
PA,1507979,Terra Santa,7731.7338511977
PA,1508001,Tomé-Açu,109843.213451309
PA,1508035,Tracuateua,7527.3915121079
PA,1508050,Trairão,4137.6236850709
PA,1508084,Tucumã,118960.359746695
PA,1508100,Tucuruí,316171.191455599
PA,1508126,Ulianópolis,4236.9289952042
PA,1508159,Uruará,52370.8964664546
PA,1508209,Vigia,52247.966411446
PA,1508308,Viseu,14516.0657725801
PA,1508357,Vitória do Xingu,6136.4171129816
PA,1508407,Xinguara,310521.077869596
PA,1599919,Monsarás,
PA,1599939,Vila Franca,
PB,2500106,Água Branca,
PB,2500205,Aguiar,
PB,2500304,Alagoa Grande,10003.4419770436
PB,2500403,Alagoa Nova,30772.4703953948
PB,2500502,Alagoinha,
PB,2500536,Alcantil,
PB,2500577,Algodão de Jandaíra,
PB,2500601,Alhandra,31170.7211576371
PB,2500700,São João do Rio do Peixe,786.660032004
PB,2500734,Amparo,
PB,2500775,Aparecida,
PB,2500809,Araçagi,
PB,2500908,Arara,
PB,2501005,Araruna,329.4473845008
PB,2501104,Areia,52961.2556296172
PB,2501153,Areia de Baraúnas,
PB,2501203,Areial,
PB,2501302,Aroeiras,
PB,2501351,Assunção,
PB,2501401,Baía da Traição,
PB,2501500,Bananeiras,88720.0278148274
PB,2501534,Baraúna,
PB,2501575,Barra de Santana,
PB,2501609,Barra de Santa Rosa,
PB,2501708,Barra de São Miguel,
PB,2501807,Bayeux,107577.22216807
PB,2501906,Belém,992.5066191331
PB,2502003,Belém do Brejo do Cruz,
PB,2502052,Bernardino Batista,
PB,2502102,Boa Ventura,
PB,2502151,Boa Vista,
PB,2502201,Bom Jesus,
PB,2502300,Bom Sucesso,
PB,2502409,Bonito de Santa Fé,
PB,2502508,Boqueirão,
PB,2502607,Igaracy,
PB,2502706,Borborema,
PB,2502805,Brejo do Cruz,625.4451580058
PB,2502904,Brejo dos Santos,
PB,2503001,Caaporã,
PB,2503100,Cabaceiras,
PB,2503209,Cabedelo,177737.134991627
PB,2503308,Cachoeira dos Índios,
PB,2503407,Cacimba de Areia,
PB,2503506,Cacimba de Dentro,
PB,2503555,Cacimbas,
PB,2503605,Caiçara,
PB,2503704,Cajazeiras,256775.176622743
PB,2503753,Cajazeirinhas,
PB,2503803,Caldas Brandão,
PB,2503902,Camalaú,
PB,2504009,Campina Grande,1908719.85119544
PB,2504033,Capim,
PB,2504074,Caraúbas,
PB,2504108,Carrapateira,
PB,2504157,Casserengue,
PB,2504207,Catingueira,
PB,2504306,Catolé do Rocha,147185.333145717
PB,2504355,Caturité,
PB,2504405,Conceição,24682.8157948319
PB,2504504,Condado,
PB,2504603,Conde,
PB,2504702,Congo,
PB,2504801,Coremas,
PB,2504850,Coxixola,
PB,2504900,Cruz do Espírito Santo,
PB,2505006,Cubati,
PB,2505105,Cuité,29687.2411920596
PB,2505204,Cuitegi,
PB,2505238,Cuité de Mamanguape,
PB,2505279,Curral de Cima,
PB,2505303,Curral Velho,
PB,2505352,Damião,
PB,2505402,Desterro,
PB,2505501,Vista Serrana,
PB,2505600,Diamante,
PB,2505709,Dona Inês,
PB,2505808,Duas Estradas,
PB,2505907,Emas,
PB,2506004,Esperança,105780.681845861
PB,2506103,Fagundes,
PB,2506202,Frei Martinho,
PB,2506251,Gado Bravo,
PB,2506301,Guarabira,200941.763253774
PB,2506400,Gurinhém,
PB,2506509,Gurjão,
PB,2506608,Ibiara,
PB,2506707,Imaculada,
PB,2506806,Ingá,
PB,2506905,Itabaiana,80785.0572774762
PB,2507002,Itaporanga,71237.7826749381
PB,2507101,Itapororoca,
PB,2507200,Itatuba,
PB,2507309,Jacaraú,
PB,2507408,Jericó,
PB,2507507,João Pessoa,5728813.0501904
PB,2507606,Juarez Távora,
PB,2507705,Juazeirinho,
PB,2507804,Junco do Seridó,
PB,2507903,Juripiranga,
PB,2508000,Juru,
PB,2508109,Lagoa,
PB,2508208,Lagoa de Dentro,
PB,2508307,Lagoa Seca,
PB,2508406,Lastro,
PB,2508505,Livramento,
PB,2508554,Logradouro,
PB,2508604,Lucena,
PB,2508703,Mãe d'Água,
PB,2508802,Malta,
PB,2508901,Mamanguape,127574.104491578
PB,2509008,Manaíra,
PB,2509057,Marcação,
PB,2509107,Mari,275.796746171
PB,2509156,Marizópolis,
PB,2509206,Massaranduba,
PB,2509305,Mataraca,
PB,2509339,Matinhas,
PB,2509370,Mato Grosso,
PB,2509396,Maturéia,
PB,2509404,Mogeiro,
PB,2509503,Montadas,
PB,2509602,Monte Horebe,
PB,2509701,Monteiro,819842.629347143
PB,2509800,Mulungu,
PB,2509909,Natuba,
PB,2510006,Nazarezinho,
PB,2510105,Nova Floresta,
PB,2510204,Nova Olinda,
PB,2510303,Nova Palmeira,
PB,2510402,Olho d'Água,
PB,2510501,Olivedos,
PB,2510600,Ouro Velho,
PB,2510659,Parari,
PB,2510709,Passagem,
PB,2510808,Patos,416783.52643385
PB,2510907,Paulista,
PB,2511004,Pedra Branca,
PB,2511103,Pedra Lavrada,
PB,2511202,Pedras de Fogo,58277.3320807029
PB,2511301,Piancó,19926.0745943218
PB,2511400,Picuí,74003.9793097495
PB,2511509,Pilar,
PB,2511608,Pilões,
PB,2511707,Pilõezinhos,
PB,2511806,Pirpirituba,20559.8666225561
PB,2511905,Pitimbu,
PB,2512002,Pocinhos,34329.1975037912
PB,2512036,Poço Dantas,
PB,2512077,Poço de José de Moura,
PB,2512101,Pombal,125264.27387252
PB,2512200,Prata,
PB,2512309,Princesa Isabel,22776.0225795373
