UF,COD,MUN,COTA_PARTE_FPM
MG,3159902,Santo Antônio do Amparo,2611695.19
MG,3160009,Santo Antônio do Aventureiro,15430394.77
MG,3160108,Santo Antônio do Grama,15430394.78
MG,3160207,Santo Antônio do Itambé,15430394.78
MG,3160306,Santo Antônio do Jacinto,20573859.69
MG,3160405,Santo Antônio do Monte,36004254.47
MG,3160454,Santo Antônio do Retiro,15430394.78
MG,3160504,Santo Antônio do Rio Abaixo,15430394.78
MG,3160603,Santo Hipólito,15430394.78
MG,3160702,Santos Dumont,51434649.25
MG,3160801,São Bento Abade,15430379.75
MG,3160900,São Brás do Suaçuí,15430394.78
MG,3160959,São Domingos das Dores,15430394.78
MG,3161007,São Domingos do Prata,30860789.57
MG,3161056,São Félix de Minas,15430394.78
MG,3161106,São Francisco,56578114.18
MG,3161205,São Francisco de Paula,15430393.87
MG,3161304,São Francisco de Sales,15456054.8
MG,3161403,São Francisco do Glória,15430394.78
MG,3161502,São Geraldo,20573859.69
MG,3161601,São Geraldo da Piedade,15436942.8
MG,3161650,São Geraldo do Baixio,15430394.51
MG,3161700,São Gonçalo do Abaeté,15430394.78
MG,3161809,São Gonçalo do Pará,20576001.91
MG,3161908,São Gonçalo do Rio Abaixo,20573859.69
MG,3162005,São Gonçalo do Sapucaí,36004254.47
MG,3162104,São Gotardo,41147719.36
MG,3162203,São João Batista do Glória,15430394.78
MG,3162252,São João da Lagoa,15430394.78
MG,3162302,São João da Mata,15535389.82
MG,3162401,São João da Ponte,36004254.47
MG,3162450,São João das Missões,20573859.69
MG,3162500,São João del Rei,72008508.9
MG,3162559,São João do Manhuaçu,20573859.69
MG,3162575,São João do Manteninha,15430394.78
MG,3162609,São João do Oriente,15430394.8
MG,3162658,São João do Pacuí,15430394.78
MG,3162708,São João do Paraíso,36004254.47
MG,3162807,São João Evangelista,25717324.59
MG,3162906,São João Nepomuceno,36004254.47
MG,3162922,São Joaquim de Bicas,41147719.36
MG,3162948,São José da Barra,15430394.78
MG,3162955,São José da Lapa,36004254.47
MG,3163003,São José da Safira,15430474.78
MG,3163102,São José da Varginha,15430394.78
MG,3163201,São José do Alegre,15430394.78
MG,3163300,São José do Divino,15430394.78
MG,3163409,São José do Goiabal,15430394.78
MG,3163508,São José do Jacuri,15430394.78
MG,3163607,São José do Mantimento,15430394.78
MG,3163706,São Lourenço,51434649.25
MG,3163805,São Miguel do Anta,15430394.78
MG,3163904,São Pedro da União,15430394.78
MG,3164001,São Pedro dos Ferros,15430394.78
MG,3164100,São Pedro do Suaçuí,15430394.78
MG,3164209,São Romão,20573859.69
MG,3164308,São Roque de Minas,15430394.78
MG,3164407,São Sebastião da Bela Vista,15430394.78
MG,3164431,São Sebastião da Vargem Alegre,15430394.78
MG,3164472,São Sebastião do Anta,15430394.78
MG,3164506,São Sebastião do Maranhão,20573859.69
MG,3164605,São Sebastião do Oeste,15430394.78
MG,3164704,São Sebastião do Paraíso,66865044.03
MG,3164803,São Sebastião do Rio Preto,15430394.78
MG,3164902,São Sebastião do Rio Verde,15430394.78
MG,3165008,São Tiago,20573859.69
MG,3165107,São Tomás de Aquino,15430394.78
MG,3165206,São Thomé das Letras,15430394.78
MG,3165305,São Vicente de Minas,15430394.78
MG,3165404,Sapucaí-Mirim,15430405.27
MG,3165503,Sardoá,15424197.25
MG,3165537,Sarzedo,41147719.36
MG,3165552,Setubinha,20573859.69
MG,3165560,Sem-Peixe,15430631.63
MG,3165578,Senador Amaral,15430394.78
MG,3165602,Senador Cortes,15430393.98
MG,3165701,Senador Firmino,15430397.26
MG,3165800,Senador José Bento,15430394.78
MG,3165909,Senador Modestino Gonçalves,15430394.78
MG,3166006,Senhora de Oliveira,15430394.78
MG,3166105,Senhora do Porto,15430394.78
MG,3166204,Senhora dos Remédios,20573859.69
MG,3166303,Sericita,15430394.78
MG,3166402,Seritinga,15430394.78
MG,3166501,Serra Azul de Minas,15430394.78
MG,3166600,Serra da Saudade,15430394.78
MG,3166709,Serra dos Aimorés,15430394.78
MG,3166808,Serra do Salitre,20573859.69
MG,3166907,Serrania,15430394.78
MG,3166956,Serranópolis de Minas,15430394.78
MG,3167004,Serranos,15430394.78
MG,3167103,Serro,30860789.58
MG,3167202,Sete Lagoas,142539240.35
MG,3167301,Silveirânia,15430394.78
MG,3167400,Silvianópolis,15430394.78
MG,3167509,Simão Pereira,15430394.78
MG,3167608,Simonésia,30860789.58
MG,3167707,Sobrália,15430394.78
MG,3167806,Soledade de Minas,15430424.78
MG,3167905,Tabuleiro,15430394.78
MG,3168002,Taiobeiras,41147719.36
MG,3168051,Taparuba,15325399.74
MG,3168101,Tapira,15430541.84
MG,3168200,Tapiraí,15440350.57
MG,3168309,Taquaraçu de Minas,15430394.78
MG,3168408,Tarumirim,25717324.59
MG,3168507,Teixeiras,20573859.69
MG,3168606,Teófilo Otoni,92582368.65
MG,3168705,Timóteo,72008508.9
MG,3168804,Tiradentes,15430394.78
MG,3168903,Tiros,15430394.78
MG,3169000,Tocantins,25717327.59
MG,3169059,Tocos do Moji,15430394.78
MG,3169109,Toledo,15777294
MG,3169208,Tombos,15430394.78
MG,3169307,Três Corações,66865044.03
MG,3169356,Três Marias,41147719.36
MG,3169406,Três Pontas,56427044.64
MG,3169505,Tumiritinga,15430394.78
MG,3169604,Tupaciguara,36004254.47
MG,3169703,Turmalina,30860789.58
MG,3169802,Turvolândia,15430394.88
MG,3169901,Ubá,87438903.74
MG,3170008,Ubaí,20573860.09
MG,3170057,Ubaporanga,20573859.69
MG,3170107,Uberaba,142585745.64
MG,3170206,Uberlândia,142539240.35
MG,3170305,Umburatiba,15430394.78
MG,3170404,Unaí,72008508.9
MG,3170438,União de Minas,15430394.78
MG,3170479,Uruana de Minas,15430394.78
MG,3170503,Urucânia,20573859.69
MG,3170529,Urucuia,30860789.58
MG,3170578,Vargem Alegre,15430394.78
MG,3170602,Vargem Bonita,15430394.78
MG,3170651,Vargem Grande do Rio Pardo,15430394.78
MG,3170701,Varginha,1481318207.84
MG,3170750,Varjão de Minas,15430394.78
MG,3170800,Várzea da Palma,46291184.29
MG,3170909,Varzelândia,30860789.58
MG,3171006,Vazante,30860789.58
MG,3171030,Verdelândia,15430394.78
MG,3171071,Veredinha,15430394.78
MG,3171105,Veríssimo,15430394.8
MG,3171154,Vermelho Novo,15431143.13
MG,3171204,Vespasiano,92582368.65
MG,3171303,Viçosa,66865989.99
MG,3171402,Vieiras,15430394.78
MG,3171501,Mathias Lobato,15325399.74
MG,3171600,Virgem da Lapa,25717324.59
MG,3171709,Virgínia,15430394.78
MG,3171808,Virginópolis,20573859.69
MG,3171907,Virgolândia,15430394.78
MG,3172004,Visconde do Rio Branco,46291184.29
MG,3172103,Volta Grande,15430394.68
MG,3172202,Wenceslau Braz,15430394.78
MS,5000203,Água Clara,25460991.79
MS,5000252,Alcinópolis,15276595.12
MS,5000609,Amambaí,45829785.27
MS,5000708,Anastácio,
MS,5000807,Anaurilândia,15276595.12
MS,5000856,Angélica,20368793.47
MS,5000906,Antônio João,15276595.12
MS,5001003,Aparecida do Taboado,35645388.51
MS,5001102,Aquidauana,50921983.64
MS,5001243,Aral Moreira,20368793.47
MS,5001508,Bandeirantes,15276595.12
MS,5001904,Bataguassu,30553190.15
MS,5002001,Batayporã,20368793.47
MS,5002100,Bela Vista,35645388.51
MS,5002159,Bodoquena,15276595.12
MS,5002209,Bonito,30553190.15
MS,5002308,Brasilândia,20368793.47
MS,5002407,Caarapó,40737586.85
MS,5002605,Camapuã,25460991.79
MS,5002704,Campo Grande,278308085.83
MS,5002803,Caracol,15276595.12
MS,5002902,Cassilândia,30553190.15
MS,5002951,Chapadão do Sul,35645388.51
MS,5003108,Corguinho,15303347.64
MS,5003157,Coronel Sapucaia,25460991.79
MS,5003207,Corumbá,81475173.74
MS,5003256,Costa Rica,30553190.15
MS,5003306,Coxim,40737586.85
MS,5003454,Deodápolis,20368793.47
MS,5003488,Dois Irmãos do Buriti,20368793.47
MS,5003504,Douradina,15276595.12
MS,5003702,Dourados,131596423.68
MS,5003751,Eldorado,20368793.54
MS,5003801,Fátima do Sul,
MS,5003900,Figueirão,15276595.12
MS,5004007,Glória de Dourados,15276595.12
MS,5004106,Guia Lopes da Laguna,15276595.13
MS,5004304,Iguatemi,25460991.79
MS,5004403,Inocência,15276595.12
MS,5004502,Itaporã,35645388.51
MS,5004601,Itaquiraí,30553190.15
MS,5004700,Ivinhema,30553190.15
MS,5004809,Japorã,15276595.12
MS,5004908,Jaraguari,15276595.12
MS,5005004,Jardim,35645388.52
MS,5005103,Jateí,15276595.12
MS,5005152,Juti,15276595.12
MS,5005202,Ladário,35645388.51
MS,5005251,Laguna Carapã,15276595.12
MS,5005400,Maracaju,50977606.38
MS,5005608,Miranda,35645388.51
MS,5005681,Mundo Novo,30553190.15
MS,5005707,Naviraí,56014181.95
MS,5005806,Nioaque,25460991.79
MS,5006002,Nova Alvorada do Sul,31199606.04
MS,5006200,Nova Andradina,56014181.95
MS,5006259,Novo Horizonte do Sul,15276595.12
MS,5006275,Paraíso das Águas,15276593.84
MS,5006309,Paranaíba,45829785.26
MS,5006358,Paranhos,9069608.12
MS,5006408,Pedro Gomes,15276595.12
MS,5006606,Ponta Porã,76382975.4
MS,5006903,Porto Murtinho,30553190.15
MS,5007109,Ribas do Rio Pardo,34893840.71
MS,5007208,Rio Brilhante,47772559.55
MS,5007307,Rio Negro,15276595.12
MS,5007406,Rio Verde de Mato Grosso,30553190.15
MS,5007505,Rochedo,15276698.24
MS,5007554,Santa Rita do Pardo,15276595.12
MS,5007695,São Gabriel do Oeste,35645388.51
MS,5007703,Sete Quedas,20368793.47
MS,5007802,Selvíria,15276595.75
MS,5007901,Sidrolândia,56014181.95
MS,5007935,Sonora,30553292.48
MS,5007950,Tacuru,20368793.47
MS,5007976,Taquarussu,15276595.12
MS,5008008,Terenos,30553190.15
MS,5008305,Três Lagoas,86567372.1
MS,5008404,Vicentina,15276595.12
MT,5100102,Acorizal,12101417.39
MT,5100201,Água Boa,28236640.56
MT,5100250,Alta Floresta,44371863.65
MT,5100300,Alto Araguaia,24202834.74
MT,5100359,Alto Boa Vista,12101417.39
MT,5100409,Alto Garças,16135223.14
MT,5100508,Alto Paraguai,16135223.14
MT,5100607,Alto Taquari,16135223.14
MT,5100805,Apiacás,16047847.18
MT,5101001,Araguaiana,12101417.39
MT,5101209,Araguainha,12101417.39
MT,5101258,Araputanga,24202834.74
MT,5101308,Arenápolis,12101417.39
MT,5101407,Aripuanã,24202834.74
MT,5101605,Barão de Melgaço,12101417.39
MT,5101704,Barra do Bugres,32270446.31
MT,5101803,Barra do Garças,48405669.45
MT,5101852,Bom Jesus do Araguaia,12101434.61
MT,5101902,Brasnorte,24202834.74
MT,5102504,Cáceres,60507086.83
MT,5102603,Campinápolis,20169028.95
MT,5102637,Campo Novo do Parecis,32270446.31
MT,5102678,Campo Verde,36304252.1
MT,5102686,Campos de Júlio,
MT,5102694,Canabrava do Norte,12108105.18
MT,5102702,Canarana,24202834.74
MT,5102793,Carlinda,12101417.39
MT,5102850,Castanheira,10999070.6
MT,5103007,Chapada dos Guimarães,24123158.4
MT,5103056,Cláudia,16135223.15
MT,5103106,Cocalinho,12101417.39
MT,5103205,Colíder,32270446.31
MT,5103254,Colniza,36305866.09
MT,5103304,Comodoro,24202834.74
MT,5103353,Confresa,32270446.31
MT,5103361,Conquista D'Oeste,12101417.39
MT,5103379,Cotriguaçu,24202834.74
MT,5103403,Cuiabá,278308085.83
MT,5103437,Curvelândia,12279437.03
MT,5103452,Denise,12101417.39
MT,5103502,Diamantino,24202834.74
MT,5103601,Dom Aquino,12101417.39
MT,5103700,Feliz Natal,20169028.95
MT,5103809,Figueirópolis D'Oeste,12101417.39
MT,5103858,Gaúcha do Norte,12101417.39
MT,5103908,General Carneiro,12101417.39
MT,5103957,Glória D'Oeste,12101417.39
MT,5104104,Guarantã do Norte,32270446.31
MT,5104203,Guiratinga,20169028.95
MT,5104500,Indiavaí,12101417.39
MT,5104526,Ipiranga do Norte,12101417.39
MT,5104542,Itanhangá,12101414.88
MT,5104559,Itaúba,12101417.39
MT,5104609,Itiquira,20169028.95
MT,5104807,Jaciara,28236640.56
MT,5104906,Jangada,12101417.39
MT,5105002,Jauru,12101417.39
MT,5105101,Juara,32270446.31
MT,5105150,Juína,36304252.1
MT,5105176,Juruena,19696885.75
MT,5105200,Juscimeira,16135223.14
MT,5105234,Lambari D'Oeste,12101417.39
MT,5105259,Lucas do Rio Verde,48405669.45
MT,5105309,Luciára,12101417.39
MT,5105507,Vila Bela da Santíssima Trindade,20169028.95
MT,5105580,Marcelândia,16135223.14
MT,5105606,Matupá,24202834.74
MT,5105622,Mirassol d'Oeste,28236640.56
MT,5105903,Nobres,20169028.95
MT,5106000,Nortelândia,12101417.39
MT,5106109,Nossa Senhora do Livramento,16135223.15
MT,5106158,Nova Bandeirantes,20169028.95
MT,5106174,Nova Nazaré,12101417.39
MT,5106182,Nova Lacerda,12101417.39
MT,5106190,Nova Santa Helena,12101417.39
MT,5106208,Nova Brasilândia,12101417.39
MT,5106216,Nova Canaã do Norte,16135223.14
MT,5106224,Nova Mutum,40338057.86
MT,5106232,Nova Olímpia,24202834.74
MT,5106240,Nova Ubiratã,16135223.14
MT,5106257,Nova Xavantina,24202834.74
MT,5106265,Novo Mundo,12101417.39
MT,5106273,Novo Horizonte do Norte,12101792.77
MT,5106281,Novo São Joaquim,12101417.29
MT,5106299,Paranaíta,16135223.14
MT,5106307,Paranatinga,19771916.89
MT,5106315,Novo Santo Antônio,12101417.39
MT,5106372,Pedra Preta,28633752.59
MT,5106422,Peixoto de Azevedo,32715164.46
MT,5106455,Planalto da Serra,12101417.39
MT,5106505,Poconé,32270446.31
MT,5106653,Pontal do Araguaia,12101417.39
MT,5106703,Ponte Branca,12101417.39
MT,5106752,Pontes e Lacerda,40338057.86
MT,5106778,Porto Alegre do Norte,16135223.14
MT,5106802,Porto dos Gaúchos,12101417.39
MT,5106828,Porto Esperidião,16135223.14
MT,5106851,Porto Estrela,12101417.39
MT,5107008,Poxoréo,20169028.95
MT,5107040,Primavera do Leste,42158538.63
MT,5107065,Querência,24202834.74
MT,5107107,São José dos Quatro Marcos,24202834.74
MT,5107156,Reserva do Cabaçal,12101417.39
MT,5107180,Ribeirão Cascalheira,16135223.14
MT,5107198,Ribeirãozinho,12101417.39
MT,5107206,Rio Branco,12101417.39
MT,5107248,Santa Carmem,12101417.39
MT,5107263,Santo Afonso,12101417.39
MT,5107297,São José do Povo,12130825.76
MT,5107305,São José do Rio Claro,24202834.74
MT,5107354,São José do Xingu,12101417.39
MT,5107404,São Pedro da Cipa,12101417.39
MT,5107578,Rondolândia,12101417.39
MT,5107602,Rondonópolis,110428572.22
MT,5107701,Rosário Oeste,24202834.74
MT,5107743,Santa Cruz do Xingu,12101415.39
MT,5107750,Salto do Céu,12101417.39
MT,5107768,Santa Rita do Trivelato,12422910.26
MT,5107776,Santa Terezinha,12101417.39
MT,5107792,Santo Antônio do Leste,12101417.39
MT,5107800,Santo Antônio do Leverger,21079269.33
MT,5107859,São Félix do Araguaia,14795039.31
MT,5107875,Sapezal,28236640.56
MT,5107883,Serra Nova Dourada,12101417.39
MT,5107909,Sinop,106394766.4
MT,5107925,Sorriso,60507086.83
MT,5107941,Tabaporã,12101417.39
MT,5107958,Tangará da Serra,64540892.58
MT,5108006,Tapurah,20169028.95
MT,5108055,Terra Nova do Norte,11995460.73
MT,5108105,Tesouro,12101417.39
MT,5108204,Torixoréu,12426196.46
MT,5108303,União do Sul,12101417.39
MT,5108352,Vale de São Domingos,12101417.39
MT,5108402,Várzea Grande,110428572.22
MT,5108501,Vera,16135223.14
MT,5108600,Vila Rica,28236640.56
MT,5108808,Nova Guarita,12101417.39
MT,5108857,Nova Marilândia,12101437.39
MT,5108907,Nova Maringá,12101417.39
MT,5108956,Nova Monte verde,12101417.39
MT,5199919,São Gonçalo,
PA,1500107,Abaetetuba,132566441.68
PA,1500131,Abel Figueiredo,11950977.86
PA,1500206,Acará,43820252.18
PA,1500305,Afuá,35852933.62
PA,1500347,Água Azul do Norte,27885615.05
PA,1500404,Alenquer,43825600.24
PA,1500503,Almeirim,31869274.32
PA,1500602,Altamira,67722207.94
PA,1500701,Anajás,27885615.05
PA,1500800,Ananindeua,132566441.68
PA,1500859,Anapu,27885614.95
PA,1500909,Augusto Corrêa,39836592.88
PA,1500958,Aurora do Pará,31869274.32
PA,1501006,Aveiro,19918296.41
PA,1501105,Bagre,31869274.32
PA,1501204,Baião,39836592.88
PA,1501253,Bannach,11950977.86
PA,1501303,Barcarena,71705867.19
PA,1501402,Belém,742154895.53
PA,1501451,Belterra,23908766.59
PA,1501501,Benevides,47803911.48
PA,1501576,Bom Jesus do Tocantins,23901955.73
PA,1501600,Bonito,19918296.41
PA,1501709,Bragança,71705867.19
PA,1501725,Brasil Novo,19918296.41
PA,1501758,Brejo Grande do Araguaia,11950977.86
PA,1501782,Breu Branco,47803911.48
PA,1501808,Breves,63738548.62
PA,1501907,Bujaru,27885615.05
PA,1501956,Cachoeira do Piriá,31869274.32
PA,1502004,Cachoeira do Arari,27885615.05
PA,1502103,Cametá,71705867.19
PA,1502152,Canaã dos Carajás,35852933.62
PA,1502202,Capanema,47803911.48
PA,1502301,Capitão Poço,43820252.18
PA,1502400,Castanhal,132566441.68
PA,1502509,Chaves,27885615.05
PA,1502608,Colares,15934637.2
PA,1502707,Conceição do Araguaia,39836592.88
PA,1502756,Concórdia do Pará,31869274.32
PA,1502764,Cumaru do Norte,19918296.41
PA,1502772,Curionópolis,23901955.73
PA,1502806,Curralinho,31869274.32
PA,1502855,Curuá,19918296.41
PA,1502905,Curuçá,35852933.62
PA,1502939,Dom Eliseu,47803911.48
PA,1502954,Eldorado dos Carajás,31869274.32
PA,1503002,Faro,11950977.86
PA,1503044,Floresta do Araguaia,23901955.73
PA,1503077,Garrafão do Norte,27885615.05
PA,1503093,Goianésia do Pará,35852933.62
PA,1503101,Gurupá,31869274.32
PA,1503200,Igarapé-Açu,35852933.62
PA,1503309,Igarapé-Miri,47803911.48
PA,1503408,Inhangapi,15934637.2
PA,1503457,Ipixuna do Pará,47803911.48
PA,1503507,Irituia,31869527.92
PA,1503606,Itaituba,59754889.39
PA,1503705,Itupiranga,43820252.18
PA,1503754,Jacareacanga,35852933.62
PA,1503804,Jacundá,44950910.66
PA,1503903,Juruti,43820252.18
PA,1504000,Limoeiro do Ajuru,27885615.05
PA,1504059,Mãe do Rio,27885615.05
PA,1504109,Magalhães Barata,11950977.86
PA,1504208,Marabá,132566441.68
PA,1504307,Maracanã,27885615.05
PA,1504406,Marapanim,27885615.05
PA,1504422,Marituba,71705867.19
PA,1504455,Medicilândia,31869274.32
PA,1504505,Melgaço,27885615.05
PA,1504604,Mocajuba,31869274.32
PA,1504703,Moju,
PA,1504752,Mojuí dos Campos,19918296.5
PA,1504802,Monte Alegre,43820252.18
PA,1504901,Muaná,35879897.47
PA,1504950,Nova Esperança do Piriá,
PA,1504976,Nova Ipixuna,23901955.73
PA,1505007,Nova Timboteua,19918296.41
PA,1505031,Novo Progresso,27885615.05
PA,1505064,Novo Repartimento,51787570.76
PA,1505106,Óbidos,43820252.18
PA,1505205,Oeiras do Pará,31869274.32
PA,1505304,Oriximiná,51787570.76
PA,1505403,Ourém,23902298.39
PA,1505437,Ourilândia do Norte,31869417.91
PA,1505486,Pacajá,39836593.04
PA,1505494,Palestina do Pará,11950977.86
PA,1505502,Paragominas,67722207.94
PA,1505536,Parauapebas,126067665.75
PA,1505551,Pau D'Arco,11950977.86
PA,1505601,Peixe-Boi,11950977.86
PA,1505635,Piçarra,15934637.2
PA,1505650,Placas,31869274.32
PA,1505700,Ponta de Pedras,31869274.32
PA,1505809,Portel,47803911.48
PA,1505908,Porto de Moz,35852618.77
PA,1506005,Prainha,
PA,1506104,Primavera,15934637.2
PA,1506112,Quatipuru,19918317.38
PA,1506138,Redenção,55771230.03
PA,1506161,Rio Maria,23901955.73
PA,1506187,Rondon do Pará,44346297.62
PA,1506195,Rurópolis,43820252.18
PA,1506203,Salinópolis,35852933.62
PA,1506302,Salvaterra,29309720.57
PA,1506351,Santa Bárbara do Pará,23901955.73
PA,1506401,Santa Cruz do Arari,15934637.2
PA,1506500,Santa Isabel do Pará,51787570.76
PA,1506559,Santa Luzia do Pará,23901955.73
PA,1506583,Santa Maria das Barreiras,23901955.73
PA,1506609,Santa Maria do Pará,27885615.05
PA,1506708,Santana do Araguaia,51787570.76
PA,1506807,Santarém,132566441.68
PA,1506906,Santarém Novo,11950977.86
PA,1507003,Santo Antônio do Tauá,31869274.32
PA,1507102,São Caetano de Odivelas,23901955.73
PA,1507151,São Domingos do Araguaia,27903143.39
PA,1507201,São Domingos do Capim,31869274.32
PA,1507300,São Félix do Xingu,71705867.19
PA,1507409,São Francisco do Pará,19918296.41
PA,1507458,São Geraldo do Araguaia,27885615.05
PA,1507466,São João da Ponta,11950977.86
PA,1507474,São João de Pirabas,23902052.45
PA,1507508,São João do Araguaia,19918296.41
PA,1507607,São Miguel do Guamá,43820252.18
PA,1507706,São Sebastião da Boa Vista,27885615.05
PA,1507755,Sapucaia,11950977.86
PA,1507805,Senador José Porfírio,15934644.7
PA,1507904,Soure,27885615.05
PA,1507953,Tailândia,63738548.62
PA,1507961,Terra Alta,15934637.2
PA,1507979,Terra Santa,23901955.73
PA,1508001,Tomé-Açu,46943693.11
PA,1508035,Tracuateua,31869274.32
PA,1508050,Trairão,23901955.73
PA,1508084,Tucumã,35852933.62
PA,1508100,Tucuruí,67722207.94
PA,1508126,Ulianópolis,47803911.48
PA,1508159,Uruará,39836592.88
PA,1508209,Vigia,
PA,1508308,Viseu,47803911.48
PA,1508357,Vitória do Xingu,19927296.41
PA,1508407,Xinguara,39836592.88
PA,1599919,Monsarás,
PA,1599939,Vila Franca,
PB,2500106,Água Branca,20406166.2
PB,2500205,Aguiar,15304624.67
PB,2500304,Alagoa Grande,35710790.88
PB,2500403,Alagoa Nova,30609249.31
PB,2500502,Alagoinha,25507405.72
PB,2500536,Alcantil,15304624.67
PB,2500577,Algodão de Jandaíra,15304624.67
PB,2500601,Alhandra,30400970.83
PB,2500700,São João do Rio do Peixe,30609249.31
PB,2500734,Amparo,15304624.67
PB,2500775,Aparecida,15200485.43
PB,2500809,Araçagi,30609249.3
PB,2500908,Arara,25405366.86
PB,2501005,Araruna,30609249.31
PB,2501104,Areia,30609249.31
PB,2501153,Areia de Baraúnas,15304624.67
PB,2501203,Areial,15304624.67
PB,2501302,Aroeiras,30609249.31
PB,2501351,Assunção,15304624.67
PB,2501401,Baía da Traição,15304624.67
PB,2501500,Bananeiras,30609249.31
PB,2501534,Baraúna,15304624.67
PB,2501575,Barra de Santana,15304624.67
PB,2501609,Barra de Santa Rosa,25507707.72
PB,2501708,Barra de São Miguel,15308015.91
PB,2501807,Bayeux,76523123.24
PB,2501906,Belém,30609249.31
PB,2502003,Belém do Brejo do Cruz,15304624.67
PB,2502052,Bernardino Batista,15304624.67
PB,2502102,Boa Ventura,15304624.67
PB,2502151,Boa Vista,15304624.67
PB,2502201,Bom Jesus,15304624.68
PB,2502300,Bom Sucesso,15342097.87
PB,2502409,Bonito de Santa Fé,20406166.2
PB,2502508,Boqueirão,30609249.31
PB,2502607,Igaracy,15304624.67
PB,2502706,Borborema,15304624.67
PB,2502805,Brejo do Cruz,25507707.72
