UF,COD,MUNICIPIO,RECEITA_IPTU
MG,3165578,Senador Amaral,306949.98
MG,3165602,Senador Cortes,79813.04
MG,3165701,Senador Firmino,235542
MG,3165800,Senador José Bento,69458.38
MG,3165909,Senador Modestino Gonçalves,49172.66
MG,3166006,Senhora de Oliveira,64538.82
MG,3166105,Senhora do Porto,32626.59
MG,3166204,Senhora dos Remédios,115502.33
MG,3166303,Sericita,153622.61
MG,3166402,Seritinga,72410.84
MG,3166501,Serra Azul de Minas,18513.82
MG,3166600,Serra da Saudade,24176.37
MG,3166709,Serra dos Aimorés,74681.86
MG,3166808,Serra do Salitre,1467985.01
MG,3166907,Serrania,529936.97
MG,3166956,Serranópolis de Minas,16124.76
MG,3167004,Serranos,30562.33
MG,3167103,Serro,907607.64
MG,3167202,Sete Lagoas,49202557.31
MG,3167301,Silveirânia,47593.01
MG,3167400,Silvianópolis,
MG,3167509,Simão Pereira,204960.98
MG,3167608,Simonésia,56302.26
MG,3167707,Sobrália,147394.96
MG,3167806,Soledade de Minas,498859.33
MG,3167905,Tabuleiro,97082.88
MG,3168002,Taiobeiras,1430333.86
MG,3168051,Taparuba,55950.37
MG,3168101,Tapira,169132.13
MG,3168200,Tapiraí,21563.05
MG,3168309,Taquaraçu de Minas,1141375.22
MG,3168408,Tarumirim,393878.46
MG,3168507,Teixeiras,273840.16
MG,3168606,Teófilo Otoni,14323225.3
MG,3168705,Timóteo,23457973.91
MG,3168804,Tiradentes,766960.22
MG,3168903,Tiros,604023.6
MG,3169000,Tocantins,2276959.09
MG,3169059,Tocos do Moji,44646.98
MG,3169109,Toledo,290110.1
MG,3169208,Tombos,824472.58
MG,3169307,Três Corações,14071242.69
MG,3169356,Três Marias,3988564.63
MG,3169406,Três Pontas,10452269.35
MG,3169505,Tumiritinga,22810.66
MG,3169604,Tupaciguara,3758555
MG,3169703,Turmalina,1049065.07
MG,3169802,Turvolândia,155617.62
MG,3169901,Ubá,21554865.06
MG,3170008,Ubaí,56362.45
MG,3170057,Ubaporanga,189296.09
MG,3170107,Uberaba,77826471.15
MG,3170206,Uberlândia,131648677.09
MG,3170305,Umburatiba,6172.45
MG,3170404,Unaí,15409766.67
MG,3170438,União de Minas,402658.8
MG,3170479,Uruana de Minas,94397.84
MG,3170503,Urucânia,240591.92
MG,3170529,Urucuia,228812.61
MG,3170578,Vargem Alegre,118093.08
MG,3170602,Vargem Bonita,20998.87
MG,3170651,Vargem Grande do Rio Pardo,62789.54
MG,3170701,Varginha,944681002.72
MG,3170750,Varjão de Minas,
MG,3170800,Várzea da Palma,1435467.72
MG,3170909,Varzelândia,149050.14
MG,3171006,Vazante,535837.05
MG,3171030,Verdelândia,4186.84
MG,3171071,Veredinha,61089.16
MG,3171105,Veríssimo,57859.01
MG,3171154,Vermelho Novo,143241.53
MG,3171204,Vespasiano,20892286.76
MG,3171303,Viçosa,
MG,3171402,Vieiras,10482.09
MG,3171501,Mathias Lobato,36882.37
MG,3171600,Virgem da Lapa,188553.55
MG,3171709,Virgínia,412607.26
MG,3171808,Virginópolis,343814.76
MG,3171907,Virgolândia,102794.66
MG,3172004,Visconde do Rio Branco,5708604.63
MG,3172103,Volta Grande,451724.77
MG,3172202,Wenceslau Braz,60891.49
MS,5000203,Água Clara,2064022.61
MS,5000252,Alcinópolis,693741.74
MS,5000609,Amambaí,5853517.18
MS,5000708,Anastácio,
MS,5000807,Anaurilândia,643273.6
MS,5000856,Angélica,744269.68
MS,5000906,Antônio João,449903.69
MS,5001003,Aparecida do Taboado,5041904.8
MS,5001102,Aquidauana,
MS,5001243,Aral Moreira,317773.17
MS,5001508,Bandeirantes,659910.28
MS,5001904,Bataguassu,3014109.82
MS,5002001,Batayporã,1013141.14
MS,5002100,Bela Vista,1028567.87
MS,5002159,Bodoquena,683704.14
MS,5002209,Bonito,5102567.87
MS,5002308,Brasilândia,1948309.09
MS,5002407,Caarapó,3675190.11
MS,5002605,Camapuã,2783977.11
MS,5002704,Campo Grande,585982428.37
MS,5002803,Caracol,164823.71
MS,5002902,Cassilândia,2263816.09
MS,5002951,Chapadão do Sul,9543003.35
MS,5003108,Corguinho,871761.86
MS,5003157,Coronel Sapucaia,433756.49
MS,5003207,Corumbá,14758940.88
MS,5003256,Costa Rica,6317551.37
MS,5003306,Coxim,8371402.88
MS,5003454,Deodápolis,1374059.21
MS,5003488,Dois Irmãos do Buriti,1078886.8
MS,5003504,Douradina,253604.71
MS,5003702,Dourados,110259097.16
MS,5003751,Eldorado,2355448.43
MS,5003801,Fátima do Sul,
MS,5003900,Figueirão,332638.61
MS,5004007,Glória de Dourados,1353459.57
MS,5004106,Guia Lopes da Laguna,641671.31
MS,5004304,Iguatemi,1672940.82
MS,5004403,Inocência,1181882.02
MS,5004502,Itaporã,2495383.49
MS,5004601,Itaquiraí,2097068.61
MS,5004700,Ivinhema,
MS,5004809,Japorã,128714.31
MS,5004908,Jaraguari,984369.66
MS,5005004,Jardim,3694632.36
MS,5005103,Jateí,258373.06
MS,5005152,Juti,419150.88
MS,5005202,Ladário,894298.71
MS,5005251,Laguna Carapã,692455.16
MS,5005400,Maracaju,14760651.32
MS,5005608,Miranda,915255.83
MS,5005681,Mundo Novo,1622381.87
MS,5005707,Naviraí,15366310.27
MS,5005806,Nioaque,1041448.08
MS,5006002,Nova Alvorada do Sul,3800888.73
MS,5006200,Nova Andradina,12499417.16
MS,5006259,Novo Horizonte do Sul,365820.93
MS,5006275,Paraíso das Águas,624453.03
MS,5006309,Paranaíba,8385405.63
MS,5006358,Paranhos,14909.51
MS,5006408,Pedro Gomes,652245.79
MS,5006606,Ponta Porã,22437045.99
MS,5006903,Porto Murtinho,837568.51
MS,5007109,Ribas do Rio Pardo,3725336.1
MS,5007208,Rio Brilhante,5912687.21
MS,5007307,Rio Negro,445400.01
MS,5007406,Rio Verde de Mato Grosso,
MS,5007505,Rochedo,397141.74
MS,5007554,Santa Rita do Pardo,720711.51
MS,5007695,São Gabriel do Oeste,9607472.71
MS,5007703,Sete Quedas,891205.02
MS,5007802,Selvíria,894820.77
MS,5007901,Sidrolândia,8680999.52
MS,5007935,Sonora,1358917.06
MS,5007950,Tacuru,451225.7
MS,5007976,Taquarussu,176977.63
MS,5008008,Terenos,3859860.47
MS,5008305,Três Lagoas,54882509.82
MS,5008404,Vicentina,168543.63
MT,5100102,Acorizal,530157.44
MT,5100201,Água Boa,10805247.07
MT,5100250,Alta Floresta,10886778.52
MT,5100300,Alto Araguaia,1167016.02
MT,5100359,Alto Boa Vista,88147.6
MT,5100409,Alto Garças,2352514.08
MT,5100508,Alto Paraguai,172303.19
MT,5100607,Alto Taquari,642774.03
MT,5100805,Apiacás,396659.29
MT,5101001,Araguaiana,119857.23
MT,5101209,Araguainha,60425.28
MT,5101258,Araputanga,713055.7
MT,5101308,Arenápolis,681621.35
MT,5101407,Aripuanã,2370960.29
MT,5101605,Barão de Melgaço,110344
MT,5101704,Barra do Bugres,3192364.15
MT,5101803,Barra do Garças,18612532.12
MT,5101852,Bom Jesus do Araguaia,243568.52
MT,5101902,Brasnorte,958823.06
MT,5102504,Cáceres,16802609.23
MT,5102603,Campinápolis,368836.8
MT,5102637,Campo Novo do Parecis,12446429.27
MT,5102678,Campo Verde,20197532
MT,5102686,Campos de Júlio,
MT,5102694,Canabrava do Norte,418828.85
MT,5102702,Canarana,6260688.33
MT,5102793,Carlinda,1134964.06
MT,5102850,Castanheira,2885202.59
MT,5103007,Chapada dos Guimarães,6742336.78
MT,5103056,Cláudia,2029522.69
MT,5103106,Cocalinho,282326.55
MT,5103205,Colíder,7573526.39
MT,5103254,Colniza,1961734.84
MT,5103304,Comodoro,
MT,5103353,Confresa,5266517.55
MT,5103361,Conquista D'Oeste,245508.36
MT,5103379,Cotriguaçu,594978.07
MT,5103403,Cuiabá,350405760.83
MT,5103437,Curvelândia,229659.16
MT,5103452,Denise,388453.46
MT,5103502,Diamantino,4061522.36
MT,5103601,Dom Aquino,233987.67
MT,5103700,Feliz Natal,1458009.16
MT,5103809,Figueirópolis D'Oeste,320113.9
MT,5103858,Gaúcha do Norte,2160480.03
MT,5103908,General Carneiro,163394.51
MT,5103957,Glória D'Oeste,81903.29
MT,5104104,Guarantã do Norte,7059611.08
MT,5104203,Guiratinga,866129.51
MT,5104500,Indiavaí,20138.47
MT,5104526,Ipiranga do Norte,1327113.71
MT,5104542,Itanhangá,1575864.55
MT,5104559,Itaúba,1236726.17
MT,5104609,Itiquira,662533.45
MT,5104807,Jaciara,3615557.76
MT,5104906,Jangada,17711.25
MT,5105002,Jauru,878020.19
MT,5105101,Juara,8452692.37
MT,5105150,Juína,11176114.94
MT,5105176,Juruena,1588484.03
MT,5105200,Juscimeira,554495.77
MT,5105234,Lambari D'Oeste,104780.15
MT,5105259,Lucas do Rio Verde,39310832.99
MT,5105309,Luciára,115988.88
MT,5105507,Vila Bela da Santíssima Trindade,229153.85
MT,5105580,Marcelândia,1235570.27
MT,5105606,Matupá,7111514.78
MT,5105622,Mirassol d'Oeste,5931711.95
MT,5105903,Nobres,1649085.35
MT,5106000,Nortelândia,436135.81
MT,5106109,Nossa Senhora do Livramento,310622.51
MT,5106158,Nova Bandeirantes,902693.14
MT,5106174,Nova Nazaré,328649.89
MT,5106182,Nova Lacerda,467301.84
MT,5106190,Nova Santa Helena,435303.89
MT,5106208,Nova Brasilândia,168868.85
MT,5106216,Nova Canaã do Norte,776458.86
MT,5106224,Nova Mutum,18869955.38
MT,5106232,Nova Olímpia,1411337.73
MT,5106240,Nova Ubiratã,1362150.25
MT,5106257,Nova Xavantina,5229346.5
MT,5106265,Novo Mundo,789084.13
MT,5106273,Novo Horizonte do Norte,120109.32
MT,5106281,Novo São Joaquim,663387.66
MT,5106299,Paranaíta,1158397.48
MT,5106307,Paranatinga,1774309.18
MT,5106315,Novo Santo Antônio,78256.67
MT,5106372,Pedra Preta,1308257.35
MT,5106422,Peixoto de Azevedo,2386578.28
MT,5106455,Planalto da Serra,92026.98
MT,5106505,Poconé,2668262.13
MT,5106653,Pontal do Araguaia,453420.39
MT,5106703,Ponte Branca,128648.07
MT,5106752,Pontes e Lacerda,6889991.93
MT,5106778,Porto Alegre do Norte,807456.72
MT,5106802,Porto dos Gaúchos,447218.49
MT,5106828,Porto Esperidião,488278.65
MT,5106851,Porto Estrela,25905.81
MT,5107008,Poxoréo,1114088.07
MT,5107040,Primavera do Leste,20548624.8
MT,5107065,Querência,5565192.35
MT,5107107,São José dos Quatro Marcos,1094735.4
MT,5107156,Reserva do Cabaçal,97636.83
MT,5107180,Ribeirão Cascalheira,614834.13
MT,5107198,Ribeirãozinho,204590.71
MT,5107206,Rio Branco,
MT,5107248,Santa Carmem,707103.22
MT,5107263,Santo Afonso,193568.21
MT,5107297,São José do Povo,119328.47
MT,5107305,São José do Rio Claro,2528481.4
MT,5107354,São José do Xingu,207161.16
MT,5107404,São Pedro da Cipa,140277.99
MT,5107578,Rondolândia,89045.43
MT,5107602,Rondonópolis,94061345.95
MT,5107701,Rosário Oeste,1098830.69
MT,5107743,Santa Cruz do Xingu,109864.87
MT,5107750,Salto do Céu,184860.79
MT,5107768,Santa Rita do Trivelato,651844.7
MT,5107776,Santa Terezinha,
MT,5107792,Santo Antônio do Leste,199705.39
MT,5107800,Santo Antônio do Leverger,321007.94
MT,5107859,São Félix do Araguaia,334661.62
MT,5107875,Sapezal,3545796.56
MT,5107883,Serra Nova Dourada,43180.96
MT,5107909,Sinop,84437470.85
MT,5107925,Sorriso,28097040.34
MT,5107941,Tabaporã,592516.37
MT,5107958,Tangará da Serra,28795206.57
MT,5108006,Tapurah,5020704.84
MT,5108055,Terra Nova do Norte,759574.42
MT,5108105,Tesouro,261069.56
MT,5108204,Torixoréu,208955.67
MT,5108303,União do Sul,241518.82
MT,5108352,Vale de São Domingos,6707.41
MT,5108402,Várzea Grande,66994942.91
MT,5108501,Vera,2077487.49
MT,5108600,Vila Rica,3473842.18
MT,5108808,Nova Guarita,642282.91
MT,5108857,Nova Marilândia,192908.07
MT,5108907,Nova Maringá,1031124.94
MT,5108956,Nova Monte verde,1040249.19
MT,5199919,São Gonçalo,
PA,1500107,Abaetetuba,1602222.97
PA,1500131,Abel Figueiredo,64921.05
PA,1500206,Acará,72092.89
PA,1500305,Afuá,12408.25
PA,1500347,Água Azul do Norte,161791.45
PA,1500404,Alenquer,279071.48
PA,1500503,Almeirim,1201.4
PA,1500602,Altamira,4461439.9
PA,1500701,Anajás,745.47
PA,1500800,Ananindeua,26062883.64
PA,1500859,Anapu,195252.16
PA,1500909,Augusto Corrêa,35633.26
PA,1500958,Aurora do Pará,1530.51
PA,1501006,Aveiro,
PA,1501105,Bagre,
PA,1501204,Baião,22711.56
PA,1501253,Bannach,
PA,1501303,Barcarena,13282242.23
PA,1501402,Belém,256562805.84
PA,1501451,Belterra,304062.97
PA,1501501,Benevides,1672064.21
PA,1501576,Bom Jesus do Tocantins,18821.68
PA,1501600,Bonito,
PA,1501709,Bragança,1127653.62
PA,1501725,Brasil Novo,203368.56
PA,1501758,Brejo Grande do Araguaia,3809.09
PA,1501782,Breu Branco,225068.78
PA,1501808,Breves,810687.05
PA,1501907,Bujaru,13194.97
PA,1501956,Cachoeira do Piriá,14933.68
PA,1502004,Cachoeira do Arari,70744.69
PA,1502103,Cametá,291332.19
PA,1502152,Canaã dos Carajás,3892604.09
PA,1502202,Capanema,1124493.38
PA,1502301,Capitão Poço,115034.1
PA,1502400,Castanhal,5273294.06
PA,1502509,Chaves,1232.28
PA,1502608,Colares,5750
PA,1502707,Conceição do Araguaia,1136621.67
PA,1502756,Concórdia do Pará,268723.71
PA,1502764,Cumaru do Norte,55468.96
PA,1502772,Curionópolis,16061.46
PA,1502806,Curralinho,519.98
PA,1502855,Curuá,11744.14
PA,1502905,Curuçá,13777.62
PA,1502939,Dom Eliseu,973519.31
PA,1502954,Eldorado dos Carajás,
PA,1503002,Faro,11497.15
PA,1503044,Floresta do Araguaia,200630.99
PA,1503077,Garrafão do Norte,6174.87
PA,1503093,Goianésia do Pará,10243.12
PA,1503101,Gurupá,32178.4
PA,1503200,Igarapé-Açu,73415.24
PA,1503309,Igarapé-Miri,69999.83
PA,1503408,Inhangapi,0.01
PA,1503457,Ipixuna do Pará,49378.47
PA,1503507,Irituia,
PA,1503606,Itaituba,7537748.5
PA,1503705,Itupiranga,270049.91
PA,1503754,Jacareacanga,191429.04
PA,1503804,Jacundá,459914.12
PA,1503903,Juruti,4072452.19
PA,1504000,Limoeiro do Ajuru,6114.48
PA,1504059,Mãe do Rio,352867.43
PA,1504109,Magalhães Barata,50
PA,1504208,Marabá,11007874.14
PA,1504307,Maracanã,32683.26
PA,1504406,Marapanim,180714.1
PA,1504422,Marituba,3632136.04
PA,1504455,Medicilândia,161975.99
PA,1504505,Melgaço,2924.48
PA,1504604,Mocajuba,8173.07
PA,1504703,Moju,
PA,1504752,Mojuí dos Campos,35304.04
PA,1504802,Monte Alegre,208645
PA,1504901,Muaná,52744.88
PA,1504950,Nova Esperança do Piriá,
PA,1504976,Nova Ipixuna,69256.97
PA,1505007,Nova Timboteua,750
PA,1505031,Novo Progresso,1244803.03
PA,1505064,Novo Repartimento,566156.88
PA,1505106,Óbidos,371694.27
PA,1505205,Oeiras do Pará,4527.57
PA,1505304,Oriximiná,1373926.06
PA,1505403,Ourém,24445.38
PA,1505437,Ourilândia do Norte,1084466.92
PA,1505486,Pacajá,530552.44
PA,1505494,Palestina do Pará,6154.7
PA,1505502,Paragominas,5338742.41
PA,1505536,Parauapebas,1031707.34
PA,1505551,Pau D'Arco,58713.3
PA,1505601,Peixe-Boi,7371.19
PA,1505635,Piçarra,40698.76
PA,1505650,Placas,290063.65
PA,1505700,Ponta de Pedras,330881.71
PA,1505809,Portel,348307.04
PA,1505908,Porto de Moz,119104.42
PA,1506005,Prainha,
PA,1506104,Primavera,563019.13
PA,1506112,Quatipuru,13817.23
PA,1506138,Redenção,4278586.36
PA,1506161,Rio Maria,314781.34
PA,1506187,Rondon do Pará,862439.71
PA,1506195,Rurópolis,
PA,1506203,Salinópolis,6745969.49
PA,1506302,Salvaterra,55743.27
PA,1506351,Santa Bárbara do Pará,119171.73
PA,1506401,Santa Cruz do Arari,17525.84
PA,1506500,Santa Isabel do Pará,3507467.22
PA,1506559,Santa Luzia do Pará,24263.73
PA,1506583,Santa Maria das Barreiras,141557.04
PA,1506609,Santa Maria do Pará,13865.38
PA,1506708,Santana do Araguaia,985525.47
PA,1506807,Santarém,12443702.51
PA,1506906,Santarém Novo,
PA,1507003,Santo Antônio do Tauá,51496.79
PA,1507102,São Caetano de Odivelas,275591.77
PA,1507151,São Domingos do Araguaia,86320.74
PA,1507201,São Domingos do Capim,7632.53
PA,1507300,São Félix do Xingu,1624220.44
PA,1507409,São Francisco do Pará,59568.07
PA,1507458,São Geraldo do Araguaia,188284.27
PA,1507466,São João da Ponta,
PA,1507474,São João de Pirabas,115632.23
PA,1507508,São João do Araguaia,67912.25
PA,1507607,São Miguel do Guamá,815412.2
PA,1507706,São Sebastião da Boa Vista,20232.07
PA,1507755,Sapucaia,3171.39
PA,1507805,Senador José Porfírio,62673.89
PA,1507904,Soure,161070.66
PA,1507953,Tailândia,34843.63
PA,1507961,Terra Alta,481510.72
PA,1507979,Terra Santa,147845.56
PA,1508001,Tomé-Açu,538615.95
PA,1508035,Tracuateua,1874.32
PA,1508050,Trairão,42457.45
PA,1508084,Tucumã,3858252.85
PA,1508100,Tucuruí,775129.27
PA,1508126,Ulianópolis,244787.6
PA,1508159,Uruará,279303.01
PA,1508209,Vigia,
PA,1508308,Viseu,37131.29
PA,1508357,Vitória do Xingu,277857.49
PA,1508407,Xinguara,739424.64
PA,1599919,Monsarás,
PA,1599939,Vila Franca,
PB,2500106,Água Branca,18962.19
PB,2500205,Aguiar,11183
PB,2500304,Alagoa Grande,190758.85
PB,2500403,Alagoa Nova,121096.04
PB,2500502,Alagoinha,3410
PB,2500536,Alcantil,47.2
PB,2500577,Algodão de Jandaíra,11359.75
PB,2500601,Alhandra,486594.63
PB,2500700,São João do Rio do Peixe,263795.97
PB,2500734,Amparo,3410
PB,2500775,Aparecida,106303.16
PB,2500809,Araçagi,40966.01
PB,2500908,Arara,54138.42
PB,2501005,Araruna,12359.45
PB,2501104,Areia,151755.26
PB,2501153,Areia de Baraúnas,45.78
PB,2501203,Areial,29643.27
PB,2501302,Aroeiras,10814
PB,2501351,Assunção,40006.99
PB,2501401,Baía da Traição,60566.04
PB,2501500,Bananeiras,860805.05
PB,2501534,Baraúna,13118.76
PB,2501575,Barra de Santana,15375.97
PB,2501609,Barra de Santa Rosa,21679.78
PB,2501708,Barra de São Miguel,14839.28
PB,2501807,Bayeux,2565304.16
PB,2501906,Belém,330415.35
PB,2502003,Belém do Brejo do Cruz,5300.83
PB,2502052,Bernardino Batista,30445.02
PB,2502102,Boa Ventura,15641.1
PB,2502151,Boa Vista,40261.15
PB,2502201,Bom Jesus,50838.07
PB,2502300,Bom Sucesso,285355.89
PB,2502409,Bonito de Santa Fé,54134.83
PB,2502508,Boqueirão,4693.87
PB,2502607,Igaracy,9806
PB,2502706,Borborema,64176.86
PB,2502805,Brejo do Cruz,149235.41
PB,2502904,Brejo dos Santos,28302.56
PB,2503001,Caaporã,147198.15
PB,2503100,Cabaceiras,49735.29
PB,2503209,Cabedelo,13507850.91
PB,2503308,Cachoeira dos Índios,50950.49
PB,2503407,Cacimba de Areia,
PB,2503506,Cacimba de Dentro,3081.63
PB,2503555,Cacimbas,100.5
PB,2503605,Caiçara,27033
PB,2503704,Cajazeiras,7310886.16
PB,2503753,Cajazeirinhas,10344.7
PB,2503803,Caldas Brandão,21984.32
PB,2503902,Camalaú,1738.12
PB,2504009,Campina Grande,42161377.57
PB,2504033,Capim,4475.27
PB,2504074,Caraúbas,43477.45
PB,2504108,Carrapateira,28751.06
PB,2504157,Casserengue,12232.8
PB,2504207,Catingueira,2397.99
PB,2504306,Catolé do Rocha,909982.43
PB,2504355,Caturité,72640.18
PB,2504405,Conceição,137983.32
PB,2504504,Condado,66249.69
PB,2504603,Conde,6652614.43
PB,2504702,Congo,27157.92
PB,2504801,Coremas,175011.41
PB,2504850,Coxixola,6820
PB,2504900,Cruz do Espírito Santo,6297.77
PB,2505006,Cubati,2856.8
PB,2505105,Cuité,103759.78
PB,2505204,Cuitegi,102.28
PB,2505238,Cuité de Mamanguape,110.2
PB,2505279,Curral de Cima,-74261.25
PB,2505303,Curral Velho,30
PB,2505352,Damião,27240.8
PB,2505402,Desterro,4054.35
PB,2505501,Vista Serrana,22334
PB,2505600,Diamante,2795.27
PB,2505709,Dona Inês,109456.22
PB,2505808,Duas Estradas,14216.45
PB,2505907,Emas,12467.78
PB,2506004,Esperança,542302.87
PB,2506103,Fagundes,6.82
PB,2506202,Frei Martinho,17522.76
PB,2506251,Gado Bravo,17878.35
PB,2506301,Guarabira,1702081.24
PB,2506400,Gurinhém,94476.29
PB,2506509,Gurjão,15519.97
PB,2506608,Ibiara,37307.49
PB,2506707,Imaculada,476.02
PB,2506806,Ingá,6853.9
PB,2506905,Itabaiana,324398.55
PB,2507002,Itaporanga,194464.22
PB,2507101,Itapororoca,79812.56
PB,2507200,Itatuba,28322.67
PB,2507309,Jacaraú,111352.32
PB,2507408,Jericó,27064.12
PB,2507507,João Pessoa,151689190.75
PB,2507606,Juarez Távora,5080.1
PB,2507705,Juazeirinho,154276.34
PB,2507804,Junco do Seridó,10865.23
PB,2507903,Juripiranga,294756.94
PB,2508000,Juru,70578.31
PB,2508109,Lagoa,25427.08
PB,2508208,Lagoa de Dentro,97952.21
PB,2508307,Lagoa Seca,499234.48
PB,2508406,Lastro,6192.25
PB,2508505,Livramento,7639
PB,2508554,Logradouro,24364.9
PB,2508604,Lucena,1589509.38
PB,2508703,Mãe d'Água,21614
PB,2508802,Malta,4455.64
PB,2508901,Mamanguape,120093.91
PB,2509008,Manaíra,23908.85
PB,2509057,Marcação,13865
PB,2509107,Mari,342909.9
PB,2509156,Marizópolis,115812.51
PB,2509206,Massaranduba,187816.16
PB,2509305,Mataraca,114352.17
PB,2509339,Matinhas,6695.48
PB,2509370,Mato Grosso,
PB,2509396,Maturéia,29050.02
PB,2509404,Mogeiro,53731.14
PB,2509503,Montadas,14568
PB,2509602,Monte Horebe,34264.57
PB,2509701,Monteiro,1256234.09
PB,2509800,Mulungu,53478.37
PB,2509909,Natuba,38352.15
PB,2510006,Nazarezinho,14525.16
PB,2510105,Nova Floresta,52713.88
PB,2510204,Nova Olinda,16197.79
PB,2510303,Nova Palmeira,26834.94
PB,2510402,Olho d'Água,7368.58
PB,2510501,Olivedos,10079.51
PB,2510600,Ouro Velho,8898.71
PB,2510659,Parari,20293.34
PB,2510709,Passagem,1287.2
PB,2510808,Patos,6108196.62
PB,2510907,Paulista,3307.8
PB,2511004,Pedra Branca,10842.25
PB,2511103,Pedra Lavrada,49051.56
PB,2511202,Pedras de Fogo,465008.51
PB,2511301,Piancó,157843.96
PB,2511400,Picuí,78450.27
PB,2511509,Pilar,21088.58
PB,2511608,Pilões,4777.06
PB,2511707,Pilõezinhos,5615.09
PB,2511806,Pirpirituba,73644.32
PB,2511905,Pitimbu,1641118.86
PB,2512002,Pocinhos,114261.13
PB,2512036,Poço Dantas,
PB,2512077,Poço de José de Moura,29769.97
PB,2512101,Pombal,563091.05
PB,2512200,Prata,14437.22
PB,2512309,Princesa Isabel,377425.81
PB,2512408,Puxinanã,4303.13
PB,2512507,Queimadas,1369906.29
PB,2512606,Quixabá,3233.65
PB,2512705,Remígio,174189.64
PB,2512721,Pedro Régis,7688.59
PB,2512747,Riachão,10776.69
PB,2512754,Riachão do Bacamarte,13775.04
PB,2512762,Riachão do Poço,1650
PB,2512788,Riacho de Santo Antônio,1758.24
PB,2512804,Riacho dos Cavalos,25881.89
PB,2512903,Rio Tinto,386532
PB,2513000,Salgadinho,
PB,2513109,Salgado de São Félix,89189.54
PB,2513158,Santa Cecília,45449.21
PB,2513208,Santa Cruz,121950.53
PB,2513307,Santa Helena,8408
PB,2513356,Santa Inês,7207.01
PB,2513406,Santa Luzia,315165.97
PB,2513505,Santana de Mangueira,7622.34
PB,2513604,Santana dos Garrotes,6988
PB,2513653,Santarém,22734.15
PB,2513703,Santa Rita,6356794.72
PB,2513802,Santa Teresinha,849.78
PB,2513851,Santo André,9727.39
PB,2513901,São Bento,493800.53
PB,2513927,São Bentinho,2324.65
PB,2513943,São Domingos do Cariri,56669.98
PB,2513968,São Domingos de Pombal,23876.69
PB,2513984,São Francisco,19780.67
PB,2514008,São João do Cariri,4796.95
PB,2514107,São João do Tigre,
PB,2514206,São José da Lagoa Tapada,74291.03
PB,2514305,São José de Caiana,33202.66
PB,2514404,São José de Espinharas,622.37
PB,2514453,São José dos Ramos,2634.32
